gID	Old Seq Name	Description
Throt9196	Locus7502v1rpkm13.79	Locus7502v1rpkm13.79
Throt9197	Locus7503v1rpkm13.79	Locus7503v1rpkm13.79
Throt9198	Locus7504v1rpkm13.79	Locus7504v1rpkm13.79
Throt9199	Locus7505v1rpkm13.78	Locus7505v1rpkm13.78
Throt9200	Locus7506v1rpkm13.78	Locus7506v1rpkm13.78
Throt9201	Locus7507v1rpkm13.78	Locus7507v1rpkm13.78
Throt9202	Locus7508v1rpkm13.78	Locus7508v1rpkm13.78
Throt9203	Locus7509v1rpkm13.78	Locus7509v1rpkm13.78
Throt9204	Locus7509v2rpkm10.41	Locus7509v2rpkm10.41
Throt9205	Locus7510v1rpkm13.78	Locus7510v1rpkm13.78
Throt9206	Locus7510v2rpkm1.83	Locus7510v2rpkm1.83
Throt9207	Locus7510v3rpkm1.45	Locus7510v3rpkm1.45
Throt9208	Locus7510v4rpkm0.36_PRE	Locus7510v4rpkm0.36_PRE
Throt9209	Locus7511v1rpkm13.77	Locus7511v1rpkm13.77
Throt9210	Locus7512v1rpkm13.77	Locus7512v1rpkm13.77
Throt9211	Locus7513v1rpkm13.77	Locus7513v1rpkm13.77
Throt9212	Locus7513v2rpkm1.72	Locus7513v2rpkm1.72
Throt9213	Locus7514v1rpkm13.77	Locus7514v1rpkm13.77
Throt9214	Locus7514v2rpkm13.41	Locus7514v2rpkm13.41
Throt9215	Locus7515v1rpkm13.77	Locus7515v1rpkm13.77
Throt9216	Locus7516v1rpkm13.77	Locus7516v1rpkm13.77
Throt9217	Locus7517v1rpkm13.77	Locus7517v1rpkm13.77
Throt9218	Locus7518v1rpkm13.76	Locus7518v1rpkm13.76
Throt9219	Locus7519v1rpkm13.76	Locus7519v1rpkm13.76
Throt9220	Locus7520v1rpkm13.76	Locus7520v1rpkm13.76
Throt9221	Locus7520v2rpkm0.15_PRE	Locus7520v2rpkm0.15_PRE
Throt9222	Locus7521v1rpkm13.76	Locus7521v1rpkm13.76
Throt9223	Locus7522v1rpkm13.75	Locus7522v1rpkm13.75
Throt9224	Locus7523v1rpkm13.75	Locus7523v1rpkm13.75
Throt9225	Locus7523v2rpkm0.94_PRE	Locus7523v2rpkm0.94_PRE
Throt9226	Locus7524v1rpkm13.75	Locus7524v1rpkm13.75
Throt9227	Locus7525v1rpkm13.75	Locus7525v1rpkm13.75
Throt9228	Locus7525v2rpkm1.80	Locus7525v2rpkm1.80
Throt9229	Locus7526v1rpkm13.75	Locus7526v1rpkm13.75
Throt9230	Locus7526v2rpkm5.24	Locus7526v2rpkm5.24
Throt9231	Locus7527v1rpkm13.75	Locus7527v1rpkm13.75
Throt9232	Locus7528v1rpkm13.75	Locus7528v1rpkm13.75
Throt9233	Locus7529v1rpkm13.75	Locus7529v1rpkm13.75
Throt9234	Locus7530v1rpkm13.74	Locus7530v1rpkm13.74
Throt9235	Locus7530v2rpkm7.81	Locus7530v2rpkm7.81
Throt9236	Locus7530v3rpkm0.90_PRE	Locus7530v3rpkm0.90_PRE
Throt9237	Locus7531v1rpkm13.74	Locus7531v1rpkm13.74
Throt9238	Locus7532v1rpkm13.73	Locus7532v1rpkm13.73
Throt9239	Locus7533v1rpkm13.73	Locus7533v1rpkm13.73
Throt9240	Locus7534v1rpkm13.73	Locus7534v1rpkm13.73
Throt9241	Locus7535v1rpkm13.73	Locus7535v1rpkm13.73
Throt9242	Locus7536v1rpkm13.73	Locus7536v1rpkm13.73
Throt9243	Locus7536v2rpkm0.53_PRE	Locus7536v2rpkm0.53_PRE
Throt9244	Locus7537v1rpkm13.73	Locus7537v1rpkm13.73
Throt9245	Locus7538v1rpkm13.72	Locus7538v1rpkm13.72
Throt9246	Locus7539v1rpkm13.72	Locus7539v1rpkm13.72
Throt9247	Locus7540v1rpkm13.72	Locus7540v1rpkm13.72
Throt9248	Locus7541v1rpkm13.72	Locus7541v1rpkm13.72
Throt9249	Locus7542v1rpkm13.72	Locus7542v1rpkm13.72
Throt9250	Locus7543v1rpkm13.71	Locus7543v1rpkm13.71
Throt9251	Locus7544v1rpkm13.71	Locus7544v1rpkm13.71
Throt9252	Locus7545v1rpkm13.71	Locus7545v1rpkm13.71
Throt9253	Locus7546v1rpkm13.70	Locus7546v1rpkm13.70
Throt9254	Locus7547v1rpkm13.70	Locus7547v1rpkm13.70
Throt9255	Locus7548v1rpkm13.69	Locus7548v1rpkm13.69
Throt9256	Locus7549v1rpkm13.69	Locus7549v1rpkm13.69
Throt9257	Locus7550v1rpkm13.69	Locus7550v1rpkm13.69
Throt9258	Locus7551v1rpkm13.69	Locus7551v1rpkm13.69
Throt9259	Locus7552v1rpkm13.69	Locus7552v1rpkm13.69
Throt9260	Locus7552v2rpkm4.05	Locus7552v2rpkm4.05
Throt9261	Locus7552v3rpkm0.89_PRE	Locus7552v3rpkm0.89_PRE
Throt9262	Locus7553v1rpkm13.68	Locus7553v1rpkm13.68
Throt9263	Locus7553v2rpkm1.87	Locus7553v2rpkm1.87
Throt9264	Locus7553v3rpkm1.55	Locus7553v3rpkm1.55
Throt9265	Locus7554v1rpkm13.68	Locus7554v1rpkm13.68
Throt9266	Locus7555v1rpkm13.68	Locus7555v1rpkm13.68
Throt9267	Locus7556v1rpkm13.68	Locus7556v1rpkm13.68
Throt9268	Locus7556v2rpkm0.96_PRE	Locus7556v2rpkm0.96_PRE
Throt9269	Locus7557v1rpkm13.68	Locus7557v1rpkm13.68
Throt9270	Locus7558v1rpkm13.68	Locus7558v1rpkm13.68
Throt9271	Locus7558v2rpkm0.57_PRE	Locus7558v2rpkm0.57_PRE
Throt9272	Locus7559v1rpkm13.68	Locus7559v1rpkm13.68
Throt9273	Locus7560v1rpkm13.67	Locus7560v1rpkm13.67
Throt9274	Locus7561v1rpkm13.67	Locus7561v1rpkm13.67
Throt9275	Locus7562v1rpkm13.67	Locus7562v1rpkm13.67
Throt9276	Locus7563v1rpkm13.67	Locus7563v1rpkm13.67
Throt9277	Locus7564v1rpkm13.67	Locus7564v1rpkm13.67
Throt9278	Locus7565v1rpkm13.67	Locus7565v1rpkm13.67
Throt9279	Locus7566v1rpkm13.66	Locus7566v1rpkm13.66
Throt9280	Locus7566v2rpkm3.24	Locus7566v2rpkm3.24
Throt9281	Locus7567v1rpkm13.66	Locus7567v1rpkm13.66
Throt9282	Locus7568v1rpkm13.66	Locus7568v1rpkm13.66
Throt9283	Locus7568v2rpkm1.13_PRE	Locus7568v2rpkm1.13_PRE
Throt9284	Locus7569v1rpkm13.65	Locus7569v1rpkm13.65
Throt9285	Locus7570v1rpkm13.65	Locus7570v1rpkm13.65
Throt9286	Locus7571v1rpkm13.65	Locus7571v1rpkm13.65
Throt9287	Locus7572v1rpkm13.64	Locus7572v1rpkm13.64
Throt9288	Locus7573v1rpkm13.64	Locus7573v1rpkm13.64
Throt9289	Locus7574v1rpkm13.64	Locus7574v1rpkm13.64
Throt9290	Locus7575v1rpkm13.64	Locus7575v1rpkm13.64
Throt9291	Locus7576v1rpkm13.64	Locus7576v1rpkm13.64
Throt9292	Locus7577v1rpkm13.63	Locus7577v1rpkm13.63
Throt9293	Locus7577v2rpkm6.20	Locus7577v2rpkm6.20
Throt9294	Locus7578v1rpkm13.62	Locus7578v1rpkm13.62
Throt9295	Locus7578v2rpkm0.36_PRE	Locus7578v2rpkm0.36_PRE
Throt9296	Locus7578v4rpkm0.00_PRE	Locus7578v4rpkm0.00_PRE
Throt9297	Locus7579v1rpkm13.62	Locus7579v1rpkm13.62
Throt9298	Locus7580v1rpkm13.62	Locus7580v1rpkm13.62
Throt9299	Locus7581v1rpkm13.62	Locus7581v1rpkm13.62
Throt9300	Locus7582v1rpkm13.62	Locus7582v1rpkm13.62
Throt9301	Locus7583v1rpkm13.61	Locus7583v1rpkm13.61
Throt9302	Locus7584v1rpkm13.61	Locus7584v1rpkm13.61
Throt9303	Locus7585v1rpkm13.61	Locus7585v1rpkm13.61
Throt9304	Locus7586v1rpkm13.61	Locus7586v1rpkm13.61
Throt9305	Locus7587v1rpkm13.61	Locus7587v1rpkm13.61
Throt9306	Locus7588v1rpkm13.61	Locus7588v1rpkm13.61
Throt9307	Locus7588v2rpkm7.07	Locus7588v2rpkm7.07
Throt9308	Locus7588v3rpkm0.54_PRE	Locus7588v3rpkm0.54_PRE
Throt9309	Locus7588v4rpkm0.11_PRE	Locus7588v4rpkm0.11_PRE
Throt9310	Locus7589v1rpkm13.61	Locus7589v1rpkm13.61
Throt9311	Locus7590v1rpkm13.61	Locus7590v1rpkm13.61
Throt9312	Locus7590v2rpkm12.50	Locus7590v2rpkm12.50
Throt9313	Locus7591v1rpkm13.61	Locus7591v1rpkm13.61
Throt9314	Locus7592v1rpkm13.61	Locus7592v1rpkm13.61
Throt9315	Locus7593v1rpkm13.61	Locus7593v1rpkm13.61
Throt9316	Locus7593v2rpkm0.00_PRE	Locus7593v2rpkm0.00_PRE
Throt9317	Locus7594v1rpkm13.60	Locus7594v1rpkm13.60
Throt9318	Locus7595v1rpkm13.60	Locus7595v1rpkm13.60
Throt9319	Locus7596v1rpkm13.60	Locus7596v1rpkm13.60
Throt9320	Locus7597v1rpkm13.60	Locus7597v1rpkm13.60
Throt9321	Locus7598v1rpkm13.60	Locus7598v1rpkm13.60
Throt9322	Locus7599v1rpkm13.60	Locus7599v1rpkm13.60
Throt9323	Locus7600v1rpkm13.60	Locus7600v1rpkm13.60
Throt9324	Locus7601v1rpkm13.60	Locus7601v1rpkm13.60
Throt9325	Locus7602v1rpkm13.59	Locus7602v1rpkm13.59
Throt9326	Locus7603v1rpkm13.59	Locus7603v1rpkm13.59
Throt9327	Locus7604v1rpkm13.59	Locus7604v1rpkm13.59
Throt9328	Locus7604v2rpkm12.00	Locus7604v2rpkm12.00
Throt9329	Locus7604v3rpkm0.34_PRE	Locus7604v3rpkm0.34_PRE
Throt9330	Locus7604v4rpkm0.00_PRE	Locus7604v4rpkm0.00_PRE
Throt9331	Locus7605v1rpkm13.59	Locus7605v1rpkm13.59
Throt9332	Locus7606v1rpkm13.59	Locus7606v1rpkm13.59
Throt9333	Locus7607v1rpkm13.59	Locus7607v1rpkm13.59
Throt9334	Locus7608v1rpkm13.59	Locus7608v1rpkm13.59
Throt9335	Locus7609v1rpkm13.58	Locus7609v1rpkm13.58
Throt9336	Locus7609v2rpkm1.12_PRE	Locus7609v2rpkm1.12_PRE
Throt9337	Locus7610v1rpkm13.58	Locus7610v1rpkm13.58
Throt9338	Locus7610v2rpkm9.02	Locus7610v2rpkm9.02
Throt9339	Locus7610v3rpkm5.42	Locus7610v3rpkm5.42
Throt9340	Locus7611v1rpkm13.58	Locus7611v1rpkm13.58
Throt9341	Locus7611v2rpkm0.92_PRE	Locus7611v2rpkm0.92_PRE
Throt9342	Locus7611v3rpkm0.60_PRE	Locus7611v3rpkm0.60_PRE
Throt9343	Locus7611v4rpkm0.45_PRE	Locus7611v4rpkm0.45_PRE
Throt9344	Locus7611v5rpkm0.32_PRE	Locus7611v5rpkm0.32_PRE
Throt9345	Locus7611v8rpkm0.00_PRE	Locus7611v8rpkm0.00_PRE
Throt9346	Locus7612v1rpkm13.58	Locus7612v1rpkm13.58
Throt9347	Locus7612v2rpkm7.57	Locus7612v2rpkm7.57
Throt9348	Locus7613v1rpkm13.58	Locus7613v1rpkm13.58
Throt9349	Locus7614v1rpkm13.57	Locus7614v1rpkm13.57
Throt9350	Locus7615v1rpkm13.57	Locus7615v1rpkm13.57
Throt9351	Locus7616v1rpkm13.57	Locus7616v1rpkm13.57
Throt9352	Locus7617v1rpkm13.57	Locus7617v1rpkm13.57
Throt9353	Locus7618v1rpkm13.57	Locus7618v1rpkm13.57
Throt9354	Locus7619v1rpkm13.57	Locus7619v1rpkm13.57
Throt9355	Locus7620v1rpkm13.57	Locus7620v1rpkm13.57
Throt9356	Locus7620v2rpkm6.07	Locus7620v2rpkm6.07
Throt9357	Locus7620v3rpkm2.82	Locus7620v3rpkm2.82
Throt9358	Locus7621v1rpkm13.57	Locus7621v1rpkm13.57
Throt9359	Locus7622v1rpkm13.57	Locus7622v1rpkm13.57
Throt9360	Locus7623v1rpkm13.56	Locus7623v1rpkm13.56
Throt9361	Locus7624v1rpkm13.56	Locus7624v1rpkm13.56
Throt9362	Locus7625v1rpkm13.56	Locus7625v1rpkm13.56
Throt9363	Locus7626v1rpkm13.56	Locus7626v1rpkm13.56
Throt9364	Locus7627v1rpkm13.56	Locus7627v1rpkm13.56
Throt9365	Locus7628v1rpkm13.56	Locus7628v1rpkm13.56
Throt9366	Locus7629v1rpkm13.56	Locus7629v1rpkm13.56
Throt9367	Locus7630v1rpkm13.55	Locus7630v1rpkm13.55
Throt9368	Locus7631v1rpkm13.55	Locus7631v1rpkm13.55
Throt9369	Locus7632v1rpkm13.55	Locus7632v1rpkm13.55
Throt9370	Locus7633v1rpkm13.55	Locus7633v1rpkm13.55
Throt9371	Locus7634v1rpkm13.55	Locus7634v1rpkm13.55
Throt9372	Locus7635v1rpkm13.55	Locus7635v1rpkm13.55
Throt9373	Locus7635v2rpkm8.90	Locus7635v2rpkm8.90
Throt9374	Locus7635v3rpkm0.80_PRE	Locus7635v3rpkm0.80_PRE
Throt9375	Locus7636v1rpkm13.55	Locus7636v1rpkm13.55
Throt9376	Locus7637v1rpkm13.54	Locus7637v1rpkm13.54
Throt9377	Locus7637v2rpkm1.58	Locus7637v2rpkm1.58
Throt9378	Locus7637v3rpkm1.19_PRE	Locus7637v3rpkm1.19_PRE
Throt9379	Locus7637v4rpkm0.34_PRE	Locus7637v4rpkm0.34_PRE
Throt9380	Locus7638v1rpkm13.54	Locus7638v1rpkm13.54
Throt9381	Locus7639v1rpkm13.54	Locus7639v1rpkm13.54
Throt9382	Locus7640v1rpkm13.54	Locus7640v1rpkm13.54
Throt9383	Locus7640v2rpkm7.45	Locus7640v2rpkm7.45
Throt9384	Locus7640v3rpkm5.23	Locus7640v3rpkm5.23
Throt9385	Locus7640v4rpkm3.46	Locus7640v4rpkm3.46
Throt9386	Locus7641v1rpkm13.54	Locus7641v1rpkm13.54
Throt9387	Locus7642v1rpkm13.54	Locus7642v1rpkm13.54
Throt9388	Locus7642v2rpkm12.45	Locus7642v2rpkm12.45
Throt9389	Locus7642v3rpkm2.71	Locus7642v3rpkm2.71
Throt9390	Locus7642v4rpkm1.40	Locus7642v4rpkm1.40
Throt9391	Locus7643v1rpkm13.54	Locus7643v1rpkm13.54
Throt9392	Locus7644v1rpkm13.54	Locus7644v1rpkm13.54
Throt9393	Locus7645v1rpkm13.53	Locus7645v1rpkm13.53
Throt9394	Locus7645v2rpkm1.50	Locus7645v2rpkm1.50
Throt9395	Locus7645v3rpkm1.00_PRE	Locus7645v3rpkm1.00_PRE
Throt9396	Locus7645v4rpkm0.33_PRE	Locus7645v4rpkm0.33_PRE
Throt9397	Locus7646v1rpkm13.53	Locus7646v1rpkm13.53
Throt9398	Locus7646v2rpkm2.16	Locus7646v2rpkm2.16
Throt9399	Locus7647v1rpkm13.53	Locus7647v1rpkm13.53
Throt9400	Locus7648v1rpkm13.53	Locus7648v1rpkm13.53
Throt9401	Locus7649v1rpkm13.53	Locus7649v1rpkm13.53
Throt9402	Locus7649v2rpkm5.77	Locus7649v2rpkm5.77
Throt9403	Locus7650v1rpkm13.53	Locus7650v1rpkm13.53
Throt9404	Locus7651v1rpkm13.52	Locus7651v1rpkm13.52
Throt9405	Locus7652v1rpkm13.52	Locus7652v1rpkm13.52
Throt9406	Locus7653v1rpkm13.52	Locus7653v1rpkm13.52
Throt9407	Locus7654v1rpkm13.52	Locus7654v1rpkm13.52
Throt9408	Locus7655v1rpkm13.52	Locus7655v1rpkm13.52
Throt9409	Locus7656v1rpkm13.52	Locus7656v1rpkm13.52
Throt9410	Locus7656v2rpkm3.40	Locus7656v2rpkm3.40
Throt9411	Locus7656v3rpkm0.58_PRE	Locus7656v3rpkm0.58_PRE
Throt9412	Locus7656v4rpkm0.29_PRE	Locus7656v4rpkm0.29_PRE
Throt9413	Locus7656v5rpkm0.24_PRE	Locus7656v5rpkm0.24_PRE
Throt9414	Locus7657v1rpkm13.52	Locus7657v1rpkm13.52
Throt9415	Locus7658v1rpkm13.52	Locus7658v1rpkm13.52
Throt9416	Locus7659v1rpkm13.51	Locus7659v1rpkm13.51
Throt9417	Locus7660v1rpkm13.51	Locus7660v1rpkm13.51
Throt9418	Locus7660v2rpkm1.43	Locus7660v2rpkm1.43
Throt9419	Locus7660v3rpkm1.29_PRE	Locus7660v3rpkm1.29_PRE
Throt9420	Locus7660v4rpkm0.89_PRE	Locus7660v4rpkm0.89_PRE
Throt9421	Locus7660v5rpkm0.56_PRE	Locus7660v5rpkm0.56_PRE
Throt9422	Locus7660v7rpkm0.34_PRE	Locus7660v7rpkm0.34_PRE
Throt9423	Locus7661v1rpkm13.51	Locus7661v1rpkm13.51
Throt9424	Locus7661v2rpkm7.66	Locus7661v2rpkm7.66
Throt9425	Locus7662v1rpkm13.51	Locus7662v1rpkm13.51
Throt9426	Locus7662v2rpkm5.38	Locus7662v2rpkm5.38
Throt9427	Locus7663v1rpkm13.51	Locus7663v1rpkm13.51
Throt9428	Locus7663v2rpkm2.14	Locus7663v2rpkm2.14
Throt9429	Locus7663v3rpkm0.26_PRE	Locus7663v3rpkm0.26_PRE
Throt9430	Locus7663v4rpkm0.23_PRE	Locus7663v4rpkm0.23_PRE
Throt9431	Locus7664v1rpkm13.51	Locus7664v1rpkm13.51
Throt9432	Locus7665v1rpkm13.50	Locus7665v1rpkm13.50
Throt9433	Locus7666v1rpkm13.50	Locus7666v1rpkm13.50
Throt9434	Locus7666v2rpkm7.27	Locus7666v2rpkm7.27
Throt9435	Locus7666v3rpkm0.21_PRE	Locus7666v3rpkm0.21_PRE
Throt9436	Locus7667v1rpkm13.50	Locus7667v1rpkm13.50
Throt9437	Locus7668v1rpkm13.50	Locus7668v1rpkm13.50
Throt9438	Locus7669v1rpkm13.50	Locus7669v1rpkm13.50
Throt9439	Locus7670v1rpkm13.49	Locus7670v1rpkm13.49
Throt9440	Locus7671v1rpkm13.49	Locus7671v1rpkm13.49
Throt9441	Locus7672v1rpkm13.49	Locus7672v1rpkm13.49
Throt9442	Locus7673v1rpkm13.49	Locus7673v1rpkm13.49
Throt9443	Locus7674v1rpkm13.49	Locus7674v1rpkm13.49
Throt9444	Locus7675v1rpkm13.48	Locus7675v1rpkm13.48
Throt9445	Locus7676v1rpkm13.48	Locus7676v1rpkm13.48
Throt9446	Locus7677v1rpkm13.47	Locus7677v1rpkm13.47
Throt9447	Locus7678v1rpkm13.47	Locus7678v1rpkm13.47
Throt9448	Locus7679v1rpkm13.47	Locus7679v1rpkm13.47
Throt9449	Locus7680v1rpkm13.47	Locus7680v1rpkm13.47
Throt9450	Locus7680v2rpkm8.98	Locus7680v2rpkm8.98
Throt9451	Locus7680v3rpkm1.65	Locus7680v3rpkm1.65
Throt9452	Locus7681v1rpkm13.47	Locus7681v1rpkm13.47
Throt9453	Locus7682v1rpkm13.47	Locus7682v1rpkm13.47
Throt9454	Locus7683v1rpkm13.47	Locus7683v1rpkm13.47
Throt9455	Locus7684v1rpkm13.46	Locus7684v1rpkm13.46
Throt9456	Locus7685v1rpkm13.46	Locus7685v1rpkm13.46
Throt9457	Locus7685v2rpkm9.87	Locus7685v2rpkm9.87
Throt9458	Locus7686v1rpkm13.46	Locus7686v1rpkm13.46
Throt9459	Locus7687v1rpkm13.46	Locus7687v1rpkm13.46
Throt9460	Locus7688v1rpkm13.46	Locus7688v1rpkm13.46
Throt9461	Locus7689v1rpkm13.46	Locus7689v1rpkm13.46
Throt9462	Locus7689v2rpkm1.32_PRE	Locus7689v2rpkm1.32_PRE
Throt9463	Locus7690v1rpkm13.46	Locus7690v1rpkm13.46
Throt9464	Locus7691v1rpkm13.45	Locus7691v1rpkm13.45
Throt9465	Locus7692v1rpkm13.45	Locus7692v1rpkm13.45
Throt9466	Locus7693v1rpkm13.45	Locus7693v1rpkm13.45
Throt9467	Locus7694v1rpkm13.45	Locus7694v1rpkm13.45
Throt9468	Locus7695v1rpkm13.45	Locus7695v1rpkm13.45
Throt9469	Locus7696v1rpkm13.45	Locus7696v1rpkm13.45
Throt9470	Locus7697v1rpkm13.45	Locus7697v1rpkm13.45
Throt9471	Locus7697v2rpkm4.99	Locus7697v2rpkm4.99
Throt9472	Locus7697v3rpkm2.21	Locus7697v3rpkm2.21
Throt9473	Locus7698v1rpkm13.44	Locus7698v1rpkm13.44
Throt9474	Locus7699v1rpkm13.44	Locus7699v1rpkm13.44
Throt9475	Locus7699v2rpkm2.27	Locus7699v2rpkm2.27
Throt9476	Locus7699v3rpkm0.12_PRE	Locus7699v3rpkm0.12_PRE
Throt9477	Locus7700v1rpkm13.44	Locus7700v1rpkm13.44
Throt9478	Locus7701v1rpkm13.44	Locus7701v1rpkm13.44
Throt9479	Locus7702v1rpkm13.44	Locus7702v1rpkm13.44
Throt9480	Locus7703v1rpkm13.44	Locus7703v1rpkm13.44
Throt9481	Locus7703v2rpkm12.84	Locus7703v2rpkm12.84
Throt9482	Locus7704v1rpkm13.44	Locus7704v1rpkm13.44
Throt9483	Locus7705v1rpkm13.43	Locus7705v1rpkm13.43
Throt9484	Locus7706v1rpkm13.43	Locus7706v1rpkm13.43
Throt9485	Locus7706v2rpkm4.66	Locus7706v2rpkm4.66
Throt9486	Locus7706v3rpkm3.88	Locus7706v3rpkm3.88
Throt9487	Locus7706v4rpkm0.34_PRE	Locus7706v4rpkm0.34_PRE
Throt9488	Locus7707v1rpkm13.43	Locus7707v1rpkm13.43
Throt9489	Locus7708v1rpkm13.43	Locus7708v1rpkm13.43
Throt9490	Locus7709v1rpkm13.43	Locus7709v1rpkm13.43
Throt9491	Locus7710v1rpkm13.43	Locus7710v1rpkm13.43
Throt9492	Locus7710v2rpkm0.85_PRE	Locus7710v2rpkm0.85_PRE
Throt9493	Locus7710v3rpkm0.76_PRE	Locus7710v3rpkm0.76_PRE
Throt9494	Locus7710v4rpkm0.45_PRE	Locus7710v4rpkm0.45_PRE
Throt9495	Locus7711v1rpkm13.42	Locus7711v1rpkm13.42
Throt9496	Locus7712v1rpkm13.42	Locus7712v1rpkm13.42
Throt9497	Locus7713v1rpkm13.42	Locus7713v1rpkm13.42
Throt9498	Locus7714v1rpkm13.41	Locus7714v1rpkm13.41
Throt9499	Locus7715v1rpkm13.41	Locus7715v1rpkm13.41
Throt9500	Locus7716v1rpkm13.41	Locus7716v1rpkm13.41
Throt9501	Locus7717v1rpkm13.41	Locus7717v1rpkm13.41
Throt9502	Locus7718v1rpkm13.41	Locus7718v1rpkm13.41
Throt9503	Locus7718v2rpkm3.93	Locus7718v2rpkm3.93
Throt9504	Locus7719v1rpkm13.41	Locus7719v1rpkm13.41
Throt9505	Locus7720v1rpkm13.40	Locus7720v1rpkm13.40
Throt9506	Locus7721v1rpkm13.40	Locus7721v1rpkm13.40
Throt9507	Locus7721v2rpkm1.00_PRE	Locus7721v2rpkm1.00_PRE
Throt9508	Locus7721v3rpkm0.61_PRE	Locus7721v3rpkm0.61_PRE
Throt9509	Locus7721v4rpkm0.34_PRE	Locus7721v4rpkm0.34_PRE
Throt9510	Locus7721v5rpkm0.24_PRE	Locus7721v5rpkm0.24_PRE
Throt9511	Locus7721v7rpkm0.00_PRE	Locus7721v7rpkm0.00_PRE
Throt9512	Locus7722v1rpkm13.40	Locus7722v1rpkm13.40
Throt9513	Locus7723v1rpkm13.40	Locus7723v1rpkm13.40
Throt9514	Locus7724v1rpkm13.40	Locus7724v1rpkm13.40
Throt9515	Locus7725v1rpkm13.40	Locus7725v1rpkm13.40
Throt9516	Locus7726v1rpkm13.39	Locus7726v1rpkm13.39
Throt9517	Locus7726v2rpkm1.43	Locus7726v2rpkm1.43
Throt9518	Locus7727v1rpkm13.39	Locus7727v1rpkm13.39
Throt9519	Locus7728v1rpkm13.39	Locus7728v1rpkm13.39
Throt9520	Locus7729v1rpkm13.39	Locus7729v1rpkm13.39
Throt9521	Locus7730v1rpkm13.39	Locus7730v1rpkm13.39
Throt9522	Locus7731v1rpkm13.39	Locus7731v1rpkm13.39
Throt9523	Locus7732v1rpkm13.38	Locus7732v1rpkm13.38
Throt9524	Locus7732v2rpkm0.89_PRE	Locus7732v2rpkm0.89_PRE
Throt9525	Locus7733v1rpkm13.38	Locus7733v1rpkm13.38
Throt9526	Locus7734v1rpkm13.38	Locus7734v1rpkm13.38
Throt9527	Locus7735v1rpkm13.38	Locus7735v1rpkm13.38
Throt9528	Locus7736v1rpkm13.37	Locus7736v1rpkm13.37
Throt9529	Locus7737v1rpkm13.37	Locus7737v1rpkm13.37
Throt9530	Locus7738v1rpkm13.37	Locus7738v1rpkm13.37
Throt9531	Locus7739v1rpkm13.37	Locus7739v1rpkm13.37
Throt9532	Locus7740v1rpkm13.37	Locus7740v1rpkm13.37
Throt9533	Locus7741v1rpkm13.37	Locus7741v1rpkm13.37
Throt9534	Locus7742v1rpkm13.37	Locus7742v1rpkm13.37
Throt9535	Locus7743v1rpkm13.37	Locus7743v1rpkm13.37
Throt9536	Locus7744v1rpkm13.37	Locus7744v1rpkm13.37
Throt9537	Locus7745v1rpkm13.36	Locus7745v1rpkm13.36
Throt9538	Locus7746v1rpkm13.36	Locus7746v1rpkm13.36
Throt9539	Locus7747v1rpkm13.36	Locus7747v1rpkm13.36
Throt9540	Locus7747v2rpkm6.76	Locus7747v2rpkm6.76
Throt9541	Locus7748v1rpkm13.36	Locus7748v1rpkm13.36
Throt9542	Locus7749v1rpkm13.36	Locus7749v1rpkm13.36
Throt9543	Locus7750v1rpkm13.36	Locus7750v1rpkm13.36
Throt9544	Locus7752v1rpkm13.35	Locus7752v1rpkm13.35
Throt9545	Locus7753v1rpkm13.35	Locus7753v1rpkm13.35
Throt9546	Locus7754v1rpkm13.35	Locus7754v1rpkm13.35
Throt9547	Locus7755v1rpkm13.35	Locus7755v1rpkm13.35
Throt9548	Locus7756v1rpkm13.35	Locus7756v1rpkm13.35
Throt9549	Locus7757v1rpkm13.35	Locus7757v1rpkm13.35
Throt9550	Locus7758v1rpkm13.35	Locus7758v1rpkm13.35
Throt9551	Locus7759v1rpkm13.35	Locus7759v1rpkm13.35
Throt9552	Locus7760v1rpkm13.35	Locus7760v1rpkm13.35
Throt9553	Locus7761v1rpkm13.34	Locus7761v1rpkm13.34
Throt9554	Locus7762v1rpkm13.34	Locus7762v1rpkm13.34
Throt9555	Locus7763v1rpkm13.34	Locus7763v1rpkm13.34
Throt9556	Locus7763v2rpkm4.42	Locus7763v2rpkm4.42
Throt9557	Locus7764v1rpkm13.34	Locus7764v1rpkm13.34
Throt9558	Locus7765v1rpkm13.34	Locus7765v1rpkm13.34
Throt9559	Locus7765v2rpkm4.40	Locus7765v2rpkm4.40
Throt9560	Locus7766v1rpkm13.34	Locus7766v1rpkm13.34
Throt9561	Locus7766v2rpkm0.97_PRE	Locus7766v2rpkm0.97_PRE
Throt9562	Locus7767v1rpkm13.33	Locus7767v1rpkm13.33
Throt9563	Locus7768v1rpkm13.33	Locus7768v1rpkm13.33
Throt9564	Locus7769v1rpkm13.33	Locus7769v1rpkm13.33
Throt9565	Locus7770v1rpkm13.33	Locus7770v1rpkm13.33
Throt9566	Locus7771v1rpkm13.33	Locus7771v1rpkm13.33
Throt9567	Locus7772v1rpkm13.32	Locus7772v1rpkm13.32
Throt9568	Locus7773v1rpkm13.32	Locus7773v1rpkm13.32
Throt9569	Locus7773v2rpkm3.03	Locus7773v2rpkm3.03
Throt9570	Locus7774v1rpkm13.32	Locus7774v1rpkm13.32
Throt9571	Locus7775v1rpkm13.32	Locus7775v1rpkm13.32
Throt9572	Locus7776v1rpkm13.32	Locus7776v1rpkm13.32
