gene	S1	S2	S3	S4	S5	A	B	C	D	E
Skcos22972	12	36	0	3	1	0	0	0	0	0
Skcos22973	2	3	2	0	0	0	0	0	0	0
Skcos22974	1	23	0	0	0	2	0	0	9	0
Skcos22975	141	3542	24	31	11	43	13	12	49	16
Skcos22976	0	7	0	0	0	0	0	0	0	0
Skcos22977	22	515	18	13	8	22	9	8	20	16
Skcos22978	38	172	49	16	17	35	35	36	23	36
Skcos22979	26	773	4	5	3	16	2	2	11	0
Skcos2298	1624	2831	182	67	28	83	32	21	90	46
Skcos22980	1120	169	355	1	16	62	34	52	56	79
Skcos22981	716	726	119	12	7	25	3	6	29	13
Skcos22982	0	53	2	0	0	0	0	0	0	2
Skcos22983	3	6	2	0	0	1	3	0	0	0
Skcos22984	7	165	0	1	0	0	0	0	1	0
Skcos22985	1	13	0	0	0	0	0	0	0	0
Skcos22986	5	63	3	0	2	0	0	1	1	0
Skcos22987	1	5	0	0	0	0	0	0	1	0
Skcos22988	25	727	7	10	5	8	1	1	18	0
Skcos22989	0	22	0	0	0	0	0	0	0	0
Skcos2299	57	195	6	3	1	11	0	1	7	1
Skcos22990	2	17	1	0	0	0	0	0	1	1
Skcos22991	8	77	5	1	1	5	0	1	2	1
Skcos22992	190	438	32	6	4	11	0	1	22	2
Skcos22993	51	104	3	1	2	0	1	0	0	1
Skcos22994	1	23	0	1	0	0	0	0	0	0
Skcos22995	6	96	3	2	1	1	0	0	4	0
Skcos22996	33	344	1	2	1	11	0	0	3	0
Skcos22997	61	128	2	5	2	4	2	0	5	3
Skcos22998	8	37	4	3	0	3	2	0	2	2
Skcos22999	13	193	8	1	3	17	2	1	21	2
Skcos23	374	100	1	2	0	3	0	2	3	3
Skcos230	108	4679	26	62	10	57	11	17	63	12
Skcos2300	13	540	0	0	0	5	0	0	2	2
Skcos23000	4	228	1	0	0	3	1	3	3	0
Skcos23001	272	2150	44	31	4	74	3	6	57	17
Skcos23002	555	465	178	1	3	20	4	10	25	6
Skcos23003	55	189	14	10	1	0	1	2	1	0
Skcos23004	50	225	12	1	1	2	0	0	0	2
Skcos23005	299	407	21	2	0	1	1	0	5	0
Skcos23006	3	127	5	1	0	0	4	1	3	2
Skcos23007	165	589	68	21	16	21	9	7	37	7
Skcos23008	100	994	4	20	3	2	2	1	20	0
Skcos23009	59	324	130	60	283	94	73	107	52	103
Skcos2301	103	436	14	24	7	20	8	4	16	4
Skcos23010	129	2676	39	17	26	27	5	10	9	11
Skcos23011	81	845	23	10	10	5	3	0	6	0
Skcos23012	14	56	1	0	2	3	0	3	5	1
Skcos23013	37	119	0	0	0	2	1	0	3	0
Skcos23014	370	20	105	23	5	6	12	15	20	25
Skcos23015	1242	1382	137	56	10	19	15	20	54	20
Skcos23016	1391	436	45	43	7	62	2	4	40	4
Skcos23017	16	5392	27	53	6	129	4	6	159	3
Skcos23018	531	4253	371	148	65	124	53	46	215	66
Skcos23019	1	32	0	0	0	0	0	0	2	0
Skcos2302	2032	2239	352	226	96	75	11	26	93	29
Skcos23020	1	76	0	3	0	0	0	0	0	0
Skcos23021	47	326	4	2	5	5	2	0	7	1
Skcos23022	683	3823	200	71	38	106	35	30	168	37
Skcos23023	33	36	6	0	0	2	1	1	5	1
Skcos23024	0	26	0	0	0	0	1	0	2	0
Skcos23025	0	104	1	0	0	1	0	0	4	0
Skcos23026	3	39	0	1	0	0	0	0	1	0
Skcos23027	0	56	1	2	0	1	0	0	0	0
Skcos23028	5	21	6	0	0	0	0	0	0	0
Skcos23029	53	140	8	0	2	1	3	6	1	5
Skcos2303	13	78	1	0	0	0	0	0	0	0
Skcos23030	114	328	4	5	2	4	1	2	8	0
Skcos23031	8	57	2	2	0	2	0	0	1	0
Skcos23032	0	37	1	1	0	0	0	0	0	0
Skcos23033	1	5	0	0	0	1	0	0	0	0
Skcos23034	3	99	1	0	0	1	0	0	0	0
Skcos23035	134	1051	16	7	4	12	1	1	19	0
Skcos23036	4	7	0	0	0	0	0	0	0	0
Skcos23037	3	42	2	0	5	3	1	0	5	1
Skcos23038	1	46	0	0	0	0	0	0	0	0
Skcos23039	5	50	0	0	0	0	0	0	0	0
Skcos2304	1707	7134	269	154	43	294	79	59	284	81
Skcos23040	2	27	0	0	0	0	0	0	0	0
Skcos23041	2	31	4	1	0	0	0	0	0	0
Skcos23042	0	2	0	0	0	0	0	0	0	1
Skcos23043	13	14	6	0	0	0	0	0	1	2
Skcos23044	47	49	10	0	0	7	5	1	2	5
Skcos23045	8	101	1	1	0	2	0	1	1	0
Skcos23046	9	75	3	0	0	0	0	0	1	0
Skcos23047	1	15	1	1	0	0	0	0	0	0
Skcos23048	62	1664	12	36	7	16	1	8	16	5
Skcos23049	105	302	8	3	4	21	1	4	8	8
Skcos2305	426	1132	259	36	14	56	43	38	129	45
Skcos23050	59	291	6	4	1	5	0	1	4	0
Skcos23051	292	1596	96	23	27	35	17	12	158	21
Skcos23052	971	877	125	12	18	39	13	18	37	18
Skcos23053	908	1585	61	42	12	52	14	13	35	5
Skcos23054	0	76	1	2	4	1	1	0	0	0
Skcos23055	96	540	32	4	5	3	7	0	0	0
Skcos23056	3	43	0	2	0	0	0	0	0	0
Skcos23057	56	5	4	0	0	0	0	0	1	2
Skcos23058	1	65	3	1	0	0	0	0	1	1
Skcos23059	1000	2152	270	50	26	74	11	37	62	30
Skcos2306	850	1974	151	33	18	101	22	40	120	22
Skcos23060	0	14	0	0	0	0	0	0	0	0
Skcos23061	0	39	0	1	0	2	1	0	0	0
Skcos23062	4	53	0	1	0	0	0	0	0	0
Skcos23063	1	19	0	0	1	0	0	0	2	0
Skcos23064	34	214	13	4	2	1	0	0	4	0
Skcos23065	91	325	7	3	5	8	4	8	4	1
Skcos23066	4	73	0	1	0	0	0	0	3	0
Skcos23067	0	10	1	0	0	1	0	0	0	0
Skcos23068	2	46	0	0	1	0	0	0	0	0
Skcos23069	0	179	0	0	0	0	0	0	0	0
Skcos2307	40	343	19	8	2	15	3	4	24	8
Skcos23070	12	10	2	0	0	0	0	0	2	1
Skcos23071	403	608	76	7	5	39	12	12	24	5
Skcos23072	19	180	0	2	2	0	0	1	1	0
Skcos23073	53	2035	12	25	2	40	4	0	36	11
Skcos23074	4551	151	136	85	19	4	2	4	7	7
Skcos23075	3	17	3	0	0	0	0	0	1	0
Skcos23076	10	128	0	0	0	1	0	0	1	0
Skcos23077	22	14	0	1	0	0	0	0	0	0
Skcos23078	21848	4011	754	26	52	230	169	219	245	273
Skcos23079	18	390	11	4	7	4	2	3	13	2
Skcos2308	3	84	7	0	2	16	3	3	19	2
Skcos23080	521	1580	49	21	21	42	7	13	47	11
Skcos23081	1	9	0	0	3	0	0	0	0	0
Skcos23082	562	336	86	1	2	13	2	5	15	6
Skcos23083	138	1154	15	17	5	19	4	3	21	0
Skcos23084	10	76	5	0	0	0	0	1	0	0
Skcos23085	297	2081	35	20	4	43	8	5	48	14
Skcos23086	1197	85	34	14	1	13	2	1	5	0
Skcos23087	3	43	0	1	0	5	2	0	2	3
Skcos23088	0	80	0	1	0	0	0	0	0	0
Skcos23089	94	2230	90	24	3	18	10	3	23	5
Skcos2309	12	61	6	2	0	0	0	0	0	0
Skcos23090	11	13	5	1	0	2	0	0	1	0
Skcos23091	5	29	0	0	0	3	0	0	2	0
Skcos23092	44	16	5	0	0	5	0	0	1	3
Skcos23093	12	469	6	3	0	2	0	0	7	0
Skcos23094	8	128	1	1	0	2	0	0	1	0
Skcos23095	4	14	0	0	0	0	0	0	0	0
Skcos23096	0	1	0	0	0	0	0	0	0	0
Skcos23097	4853	395	1844	4	66	463	158	262	323	492
Skcos23098	1609	19737	550	221	139	118	60	49	182	36
Skcos23099	1010	99	62	6	6	8	2	5	4	4
Skcos231	354	502	67	14	6	42	19	12	22	14
Skcos2310	277	46	54	5	6	25	8	13	13	20
Skcos23100	62	84	0	17	0	1	0	1	6	0
Skcos23101	1130	1140	306	9	18	50	14	15	57	16
Skcos23102	130	1600	48	40	34	22	17	30	27	18
Skcos23103	540	950	50	6	12	25	5	8	9	10
Skcos23104	74	154	100	18	46	27	26	34	37	30
Skcos23105	28	98	4	1	2	1	0	0	2	0
Skcos23106	0	65	5	0	0	1	0	0	0	0
Skcos23107	353	312	37	6	5	13	4	10	10	11
Skcos23108	2	2	0	1	0	0	0	0	0	0
Skcos23109	0	24	0	0	0	0	0	0	1	0
Skcos2311	99	24	7	3	1	5	0	0	1	0
Skcos23110	12	11	4	0	0	0	0	0	0	0
Skcos23111	2	35	0	1	0	0	0	1	1	0
Skcos23112	5	83	0	1	0	0	0	0	2	0
Skcos23113	0	0	0	0	0	0	0	0	0	0
Skcos23114	2	92	4	1	0	2	0	1	0	0
Skcos23115	0	10	0	0	0	0	0	0	0	0
Skcos23116	0	0	0	0	0	0	0	0	0	0
Skcos23117	3	5	0	0	0	0	0	0	0	0
Skcos23118	0	37	0	0	0	2	0	0	0	0
Skcos23119	0	0	0	0	0	0	0	0	0	0
Skcos2312	11	16	2	0	0	1	0	0	2	0
Skcos23120	0	0	0	0	0	0	0	0	0	0
Skcos23121	0	0	0	0	0	0	0	0	0	0
Skcos23122	0	1	0	0	0	0	0	0	0	0
Skcos23123	1	2	0	0	0	0	0	0	0	0
Skcos23124	0	0	0	0	0	0	0	0	0	0
Skcos23125	0	1	0	0	0	1	0	0	0	0
Skcos23126	0	1	0	0	0	0	0	0	0	0
Skcos23127	0	0	0	0	0	0	0	0	0	0
Skcos23128	1	1	0	0	0	0	0	0	0	0
Skcos23129	0	0	1	0	1	1	0	0	0	0
Skcos2313	63	188	22	6	2	5	1	0	2	1
Skcos23130	0	0	0	0	0	0	0	0	0	0
Skcos23131	0	0	0	0	0	0	0	0	0	0
Skcos23132	0	9	0	0	0	0	0	0	0	0
Skcos23133	0	1	0	0	0	0	0	0	0	0
Skcos23134	738	3597	482	135	56	107	66	90	354	106
Skcos23135	0	0	0	0	0	0	0	0	0	0
Skcos23136	82	1503	26	17	8	35	3	3	31	7
Skcos23137	2	0	1	0	0	0	0	0	0	0
Skcos23138	35	139	22	12	8	17	0	2	32	2
Skcos23139	12	1543	19	15	11	17	7	4	36	6
Skcos2314	1987	1922	838	85	107	246	145	143	394	195
Skcos23140	1	1	0	0	0	0	0	0	0	0
Skcos23141	0	6	0	0	0	0	0	0	0	0
Skcos23142	2	0	0	0	0	0	0	0	0	0
Skcos23143	15	0	2	0	0	0	0	0	0	1
Skcos23144	0	1	0	0	0	0	0	0	0	0
Skcos23145	16	7	1	0	0	0	0	0	0	0
Skcos23146	35	436	60	5	17	289	16	44	111	25
Skcos23147	4	3	1	0	0	0	0	0	0	0
Skcos23148	0	0	0	0	0	0	0	0	0	0
Skcos23149	0	1	0	0	0	0	0	0	0	0
Skcos2315	372	92	1	8	4	0	0	0	1	0
Skcos23150	0	0	0	0	0	0	0	0	0	0
Skcos23151	0	0	0	0	0	0	0	0	0	0
Skcos23152	0	0	0	0	0	0	0	0	0	0
Skcos23153	0	0	0	0	0	0	0	0	0	0
Skcos23154	0	2	0	0	0	0	0	0	0	0
Skcos23155	0	10	0	0	0	0	0	0	0	0
Skcos23156	0	0	0	0	0	0	0	0	0	0
Skcos23157	0	0	0	0	0	0	0	0	0	0
Skcos23158	0	0	0	0	0	0	0	0	0	0
Skcos23159	0	0	0	0	0	0	0	0	1	0
Skcos2316	292	1281	109	12	27	146	37	33	75	51
Skcos23160	0	0	0	0	0	0	0	0	0	0
Skcos23161	0	1	0	0	0	0	0	0	0	0
Skcos23162	0	2	0	0	0	0	0	1	0	0
Skcos23163	0	2	0	0	0	0	0	0	0	0
Skcos23164	0	2	0	0	0	0	0	0	0	0
Skcos23165	0	1	0	0	0	0	0	0	0	0
Skcos23166	0	5	0	1	0	0	0	0	0	0
Skcos23167	0	1	0	0	0	2	0	0	0	1
Skcos23168	0	0	0	0	0	0	0	0	0	0
Skcos23169	0	0	0	0	0	0	0	0	0	0
Skcos2317	156	418	22	1	4	2	2	1	10	0
Skcos23170	0	1	0	0	0	0	0	0	0	0
Skcos23171	0	6	1	0	0	0	0	0	0	0
Skcos23172	4	21	1	0	0	0	0	0	0	0
Skcos23173	0	1	2	0	0	0	0	0	0	0
Skcos23174	34	140	5	3	0	0	0	0	6	0
Skcos23175	0	0	0	0	0	0	0	0	0	0
Skcos23176	136	1775	28	30	8	28	2	9	26	7
Skcos23177	0	3	0	0	0	0	0	0	0	0
Skcos23178	0	0	0	0	0	0	0	0	0	0
Skcos23179	0	0	0	0	0	0	0	0	0	0
Skcos2318	14	52	0	0	0	4	0	1	0	0
Skcos23180	0	2	0	0	0	0	0	0	0	0
Skcos23181	0	0	0	0	0	0	0	0	0	0
Skcos23182	0	0	0	0	0	0	0	0	0	0
Skcos23183	45	303	4	0	2	10	3	0	9	3
Skcos23184	16	702	2	9	3	3	2	0	15	3
Skcos23185	21	183	4	1	3	1	0	0	1	0
Skcos23186	83	1178	57	5	18	16	0	5	1	3
Skcos23187	4	13	0	0	0	0	0	0	0	0
Skcos23188	2	0	0	0	0	1	0	0	1	0
Skcos23189	0	3	0	0	0	1	0	1	0	0
Skcos2319	73	418	22	7	1	5	3	3	5	8
Skcos23190	0	1	0	0	0	0	0	0	0	0
Skcos23191	0	1	0	0	0	0	0	0	0	0
Skcos23192	0	0	2	0	0	0	0	0	0	0
Skcos23193	0	0	0	0	0	0	0	0	0	0
Skcos23194	2	8	0	0	0	0	0	0	0	0
Skcos23195	0	0	0	1	0	0	0	0	0	0
Skcos23196	2	0	1	0	0	0	0	0	0	0
Skcos23197	1	1	0	0	0	0	0	0	0	0
Skcos23198	5	1	4	0	0	1	1	0	2	0
Skcos23199	1	3	0	0	0	0	1	0	0	0
Skcos232	497	1165	434	166	321	146	160	169	147	165
Skcos2320	70	270	39	4	6	8	0	1	5	0
Skcos23200	1	0	1	0	0	0	0	0	0	0
Skcos23201	0	3	0	0	0	0	0	0	1	0
Skcos23202	0	0	0	0	0	0	0	0	0	1
Skcos23203	0	3	0	0	0	0	0	0	0	0
Skcos23204	0	5	1	0	0	1	0	0	1	0
Skcos23205	0	2	0	0	0	0	0	0	0	0
Skcos23206	0	1	0	0	0	0	0	0	0	0
Skcos23207	0	1	0	0	0	0	0	0	0	0
Skcos23208	0	1	0	0	0	0	0	0	0	0
Skcos23209	3	29	1	1	0	3	0	1	3	0
Skcos2321	2323	3068	193	39	36	145	58	65	108	70
Skcos23210	0	0	0	0	0	0	0	0	0	0
Skcos23211	2	0	0	0	0	0	0	0	0	0
Skcos23212	0	2	0	0	0	0	0	0	0	0
Skcos23213	0	0	0	0	0	0	0	0	0	0
Skcos23214	0	0	0	0	0	0	0	0	0	0
Skcos23215	0	1	0	0	0	0	0	0	0	0
Skcos23216	4	9	1	1	3	4	5	0	1	0
Skcos23217	3	6	0	1	0	1	0	0	0	0
Skcos23218	0	0	0	0	0	0	0	0	0	0
Skcos23219	1	2	0	0	0	0	0	0	0	0
Skcos2322	97	22	53	33	11	10	5	8	36	5
Skcos23220	0	0	0	0	0	0	0	0	0	0
Skcos23221	1	0	0	0	0	0	0	0	0	0
Skcos23222	0	1	0	0	0	0	0	0	0	0
Skcos23223	1	0	0	0	0	0	0	0	0	0
Skcos23224	0	2	0	0	0	0	0	0	0	0
Skcos23225	0	0	0	0	0	0	0	0	0	0
Skcos23226	0	0	0	0	0	0	0	0	0	0
Skcos23227	0	4	0	0	0	0	0	0	0	0
Skcos23228	0	0	0	0	0	0	0	0	0	0
Skcos23229	0	0	0	0	0	0	0	0	0	0
Skcos2323	99	1471	21	24	9	19	12	7	19	3
Skcos23230	0	3	1	0	0	0	0	0	0	0
Skcos23231	32	4011	27	41	12	40	7	8	31	11
Skcos23232	114	206	10	5	2	2	2	4	8	0
Skcos23233	59	521	18	7	0	25	2	5	15	7
Skcos23234	0	0	0	0	0	0	0	0	0	0
Skcos23235	2	20	10	2	2	4	2	2	5	2
Skcos23236	0	0	0	0	0	0	0	0	0	0
Skcos23237	368	357	119	7	1	6	6	2	8	1
Skcos23238	27	604	4	12	11	12	0	0	6	0
Skcos23239	9	392	1	4	2	1	0	0	6	1
Skcos2324	231	444	12	8	12	8	0	5	14	0
Skcos23240	0	1	0	1	0	0	0	0	0	0
Skcos23241	0	1	0	0	0	0	0	0	0	0
Skcos23242	99	557	21	13	6	15	8	4	19	7
Skcos23243	2774	2369	876	435	145	191	50	51	179	60
Skcos23244	740	388	142	21	12	36	6	21	21	17
Skcos23245	2198	540	468	2	25	72	28	31	44	62
Skcos23246	70	539	8	8	1	9	2	1	10	0
Skcos23247	144	2670	503	25	127	275	232	222	661	303
Skcos23248	8	43	4	0	0	0	0	0	0	0
Skcos23249	22	461	6	1	2	6	6	1	6	2
Skcos2325	39	280	6	1	0	3	1	1	4	2
Skcos23250	24	39	5	5	2	2	0	0	2	0
Skcos23251	299	90	16	20	5	3	0	3	6	0
Skcos23252	46	2653	28	32	25	44	14	15	56	12
Skcos23253	92	263	4	4	0	0	2	0	0	0
Skcos23254	40	115	6	2	0	1	0	0	3	3
Skcos23255	17	23	7	0	0	4	1	0	5	1
Skcos23256	1054	735	313	21	31	80	39	49	55	68
Skcos23257	7	343	2	3	0	4	1	0	6	0
Skcos23258	2818	1125	960	36	74	296	112	152	216	228
Skcos23259	28	41	1	1	0	0	0	0	2	0
Skcos2326	50	1715	17	13	1	20	6	6	27	1
Skcos23260	20	313	6	9	2	3	0	1	9	3
Skcos23261	226	167	16	2	0	7	0	1	2	3
Skcos23262	44	1345	9	25	9	5	0	2	12	1
Skcos23263	462	131	18	6	7	16	1	3	13	3
Skcos23264	25	678	1	5	0	13	0	2	11	0
Skcos23265	62	802	22	13	11	4	1	0	2	0
Skcos23266	44	571	17	9	4	3	1	1	0	1
Skcos23267	25043	683	3814	40	255	1597	454	480	1761	791
Skcos23268	84	1760	30	15	1	30	8	13	46	9
Skcos23269	6151	2896	1219	187	164	96	95	60	206	61
Skcos2327	286	1999	56	190	11	13	7	17	7	6
Skcos23270	8	828	2	13	0	4	1	0	5	1
Skcos23271	21	573	10	12	4	13	2	0	9	0
Skcos23272	41	670	10	8	4	8	0	2	12	4
Skcos23273	806	1269	103	21	26	73	31	32	98	48
Skcos23274	1051	331	209	11	14	67	25	34	71	51
Skcos23275	294	2823	135	25	28	46	34	30	70	15
Skcos23276	93	307	11	11	1	4	5	3	7	4
Skcos23277	240	856	23	3	3	10	9	5	8	7
Skcos23278	171	137	16	3	1	5	2	0	1	0
Skcos23279	67	173	17	1	3	3	1	2	0	6
Skcos2328	1817	143	169	7	10	76	5	13	17	14
Skcos23280	841	2268	248	61	34	60	28	56	98	46
Skcos23281	858	1216	113	48	18	100	25	18	63	41
Skcos23282	0	64	6	0	0	4	6	4	2	8
Skcos23283	111	79	1	0	0	0	0	0	1	0
Skcos23284	6	1155	13	12	2	10	10	0	24	2
Skcos23285	2	92	3	0	0	0	0	0	0	0
Skcos23286	52	903	4	5	9	10	5	1	5	1
Skcos23287	11	417	4	7	3	20	1	0	4	1
Skcos23288	135	867	36	10	10	26	5	7	28	4
Skcos23289	452	1627	98	21	12	48	11	13	41	15
Skcos2329	4	62	0	0	0	2	0	1	1	2
Skcos23290	56	174	13	4	6	1	1	1	4	0
Skcos23291	15	119	1	0	0	0	0	0	2	1
Skcos23292	46	272	0	4	0	2	1	0	5	0
Skcos23293	1039	1815	1129	370	739	396	437	454	348	460
Skcos23294	170	232	13	5	2	7	2	2	10	1
Skcos23295	8578	4907	1240	229	159	256	107	114	289	106
Skcos23296	23	730	6	8	5	2	0	1	8	3
Skcos23297	28	1277	9	13	6	12	3	4	15	7
Skcos23298	850	388	86	4	11	20	3	3	9	8
Skcos23299	149	742	8	6	5	6	0	0	0	0
Skcos233	93	478	44	10	8	13	6	4	100	18
Skcos2330	235	2237	189	70	66	69	75	55	79	54
Skcos23300	3	14	1	1	0	0	0	0	0	0
Skcos23301	2	55	0	0	0	1	0	0	1	0
Skcos23302	99	156	66	4	2	2	3	3	10	5
Skcos23303	870	90	52	5	5	4	1	4	5	4
Skcos23304	2181	6622	354	142	73	432	157	202	636	236
Skcos23305	2037	752	232	19	12	68	7	13	34	22
Skcos23306	765	2401	160	47	25	85	16	24	55	25
Skcos23307	12	279	0	4	5	1	0	0	0	0
Skcos23308	117	851	211	4	27	675	307	300	955	374
Skcos23309	1	50	1	1	0	4	0	0	1	0
Skcos2331	302	821	22	6	8	18	3	5	22	9
Skcos23310	185	909	69	16	4	12	7	8	27	7
Skcos23311	33	595	11	17	10	21	9	5	17	5
Skcos23312	10	710	0	8	2	9	1	3	9	0
Skcos23313	80	1388	39	24	53	157	18	18	278	12
Skcos23314	586	1970	124	14	21	103	10	20	83	20
Skcos23315	430	676	82	8	13	77	6	9	49	23
Skcos23316	26	973	3	14	1	11	1	1	20	8
Skcos23317	603	2028	103	51	31	0	4	0	0	0
Skcos23318	23	232	0	1	0	0	1	0	1	1
Skcos23319	10	445	4	4	7	30	1	0	20	3
Skcos2332	2199	463	681	8	45	127	97	125	131	151
Skcos23320	485	713	834	157	279	485	388	388	128	234
Skcos23321	45	1713	11	26	20	25	4	4	34	3
Skcos23322	0	15	0	0	0	0	0	0	0	0
Skcos23323	233	881	35	13	22	27	7	7	57	7
Skcos23324	124	754	23	2	3	3	3	0	8	2
Skcos23325	649	1228	378	61	21	190	106	130	209	180
Skcos23326	151	711	91	43	18	149	41	15	138	31
Skcos23327	1	9	0	0	0	0	0	0	0	0
Skcos23328	6	189	2	3	0	2	0	0	2	0
Skcos23329	609	2363	680	256	552	318	293	334	225	372
Skcos2333	12	451	17	4	7	1	0	1	0	1
Skcos23330	211	788	10	4	0	15	1	2	12	0
Skcos23331	18	43	7	10	4	13	0	1	9	0
Skcos23332	0	38	2	0	0	0	0	0	0	0
Skcos23333	14	360	4	9	2	15	2	3	18	4
Skcos23334	11	368	8	2	1	5	2	3	1	0
Skcos23335	109	63	5	0	0	1	0	0	0	0
Skcos23336	25	123	2	0	1	2	0	1	6	0
Skcos23337	12	391	5	4	0	3	1	1	2	0
Skcos23338	24	278	1	5	2	2	0	0	9	0
Skcos23339	14	280	5	4	3	5	2	4	3	0
Skcos2334	18637	3253	2802	181	253	650	371	520	598	530
Skcos23340	21	221	2	0	4	2	4	1	0	0
Skcos23341	1436	621	103	4	3	32	14	30	22	25
Skcos23342	10	263	4	1	0	5	0	1	3	0
Skcos23343	46	38	11	3	1	7	1	1	2	2
Skcos23344	1	58	0	0	0	3	0	0	2	0
Skcos23345	1	9	10	14	6	13	1	0	6	0
Skcos23346	25	444	2	9	5	3	0	0	2	0
Skcos23347	62	5525	40	59	12	48	14	16	52	11
Skcos23348	70	536	5	5	1	9	0	0	10	0
Skcos23349	3	18	0	1	0	0	0	1	0	0
Skcos2335	74	814	10	0	2	10	1	1	11	2
Skcos23350	51	173	5	0	1	9	5	3	2	0
Skcos23351	18	489	1	3	2	5	2	1	7	0
Skcos23352	5	114	0	1	0	1	0	0	7	0
Skcos23353	3	36	1	0	1	0	0	0	0	0
Skcos23354	335	668	78	17	38	20	2	17	55	17
Skcos23355	9	87	0	1	1	0	0	0	0	0
Skcos23356	53	2294	18	37	3	22	3	6	27	7
Skcos23357	120	983	35	24	3	24	7	8	50	5
Skcos23358	19	167	12	1	1	3	3	0	4	1
Skcos23359	2	759	1	1	5	20	3	1	20	2
Skcos2336	41	1799	12	28	7	20	4	9	45	4
Skcos23360	0	2	0	0	0	0	0	0	0	0
Skcos23361	8	301	2	1	1	1	1	2	2	4
Skcos23362	5	120	0	1	0	0	0	0	0	0
Skcos23363	52	300	13	1	3	1	0	0	8	2
Skcos23364	2914	1710	600	26	69	136	81	86	161	95
Skcos23365	46	61	26	0	4	6	2	3	5	2
Skcos23366	2	111	11	0	0	2	0	1	4	0
Skcos23367	850	242	12	1	1	4	0	1	5	0
Skcos23368	9	164	1	0	1	1	2	1	3	0
Skcos23369	162	2412	239	17	51	196	71	88	325	111
Skcos2337	161	941	27	13	10	30	7	10	35	1
Skcos23370	7	229	2	2	0	5	1	0	7	1
Skcos23371	0	5	0	0	0	0	0	0	0	0
Skcos23372	29	125	10	0	2	10	2	2	3	2
Skcos23373	89	826	39	16	8	44	8	7	74	18
Skcos23374	0	72	0	0	0	0	0	0	1	0
Skcos23375	1	33	1	1	0	0	0	0	2	0
Skcos23376	4	31	0	0	0	0	0	1	1	0
Skcos23377	0	10	0	0	0	0	0	0	0	0
Skcos23378	42	150	12	1	6	1	3	0	21	0
Skcos23379	5	1362	5	8	4	18	2	1	32	4
Skcos2338	49	20	0	2	0	0	0	0	0	0
Skcos23380	14	83	1	0	0	0	0	2	0	1
Skcos23381	27	62	0	0	0	0	2	1	1	0
Skcos23382	8	114	9	2	0	1	1	0	5	0
Skcos23383	48	828	3	13	16	10	0	3	5	4
Skcos23384	88	1196	27	9	3	7	3	2	19	6
Skcos23385	0	14	0	1	0	0	0	0	0	0
Skcos23386	8	205	6	0	1	2	0	0	0	1
Skcos23387	5	16	1	0	0	0	0	0	0	0
Skcos23388	57	14	34	0	0	2	6	9	8	20
Skcos23389	8	212	6	1	0	0	0	0	2	0
Skcos2339	54	185	28	7	4	7	5	3	15	8
Skcos23390	26	375	0	4	0	9	4	0	6	0
Skcos23391	14	3	1	0	0	0	0	0	0	0
Skcos23392	2	25	0	0	0	0	0	0	0	0
Skcos23393	559	178	139	13	20	53	8	12	131	13
Skcos23394	15	98	2	2	2	1	0	0	2	0
Skcos23395	7	360	7	1	4	1	2	0	7	2
Skcos23396	34	158	2	0	0	1	0	0	5	0
Skcos23397	9	112	4	0	0	3	0	4	23	3
Skcos23398	236	1921	88	26	15	43	12	11	69	9
Skcos23399	0	47	0	0	0	0	0	0	0	0
Skcos234	30	263	2	1	6	6	1	3	5	1
Skcos2340	114	114	17	9	14	19	0	0	8	1
Skcos23400	10	244	29	3	1	61	67	54	96	68
Skcos23401	73	7	12	2	3	0	0	2	3	0
Skcos23402	6	298	7	6	2	5	5	0	17	1
Skcos23403	4	270	4	0	0	0	0	1	0	0
Skcos23404	107	342	37	5	10	5	0	1	35	1
Skcos23405	4	94	0	4	0	1	0	0	0	0
Skcos23406	4	13	0	0	0	0	0	0	1	0
Skcos23407	0	19	0	1	0	0	0	0	0	2
Skcos23408	17	69	8	5	6	5	2	4	13	4
Skcos23409	5	24	0	1	0	0	0	0	0	0
Skcos2341	121	438	11	3	2	7	2	1	8	6
Skcos23410	5	78	3	0	0	0	1	0	0	1
Skcos23411	0	7	0	0	0	0	0	0	0	0
Skcos23412	0	7	0	1	0	0	0	2	0	0
Skcos23413	96	1079	31	11	2	2	1	1	5	1
Skcos23414	8	517	0	6	6	1	0	0	5	0
Skcos23415	1	9	0	0	0	0	0	0	0	0
Skcos23416	0	0	0	0	0	0	0	0	0	0
Skcos23417	11	17	0	1	0	1	0	0	0	0
Skcos23418	82	1863	18	34	7	21	7	6	38	3
Skcos23419	0	30	3	0	0	0	1	2	1	2
Skcos2342	86	1002	141	2	13	121	82	90	191	123
Skcos23420	1119	874	72	21	9	22	5	3	17	1
Skcos23421	182	2847	48	38	22	21	6	9	29	5
Skcos23422	25	35	0	1	0	3	0	0	0	0
Skcos23423	2	66	0	0	1	0	0	0	1	0
Skcos23424	142	40	88	8	8	26	23	14	101	30
Skcos23425	272	26629	130	118	266	323	4	11	4	12
Skcos23426	69	27	25	0	1	13	4	5	15	3
Skcos23427	6	112	0	0	0	0	2	0	1	0
Skcos23428	4	52	4	2	0	0	4	2	1	3
Skcos23429	5	75	0	1	0	1	3	0	0	0
Skcos2343	42	89	0	0	0	3	1	0	10	0
Skcos23430	2	37	0	0	0	1	0	1	0	0
Skcos23431	0	10	0	0	0	0	0	0	0	1
Skcos23432	2773	1976	325	38	16	779	21	25	507	39
