gene	S1	S2	S3	S4	S5	A	B	C	D	E
Skcos22511	6	177	3	3	0	0	0	0	1	0
Skcos22512	2	49	0	0	0	5	0	0	0	0
Skcos22513	25	195	4	2	0	1	0	0	4	2
Skcos22514	199	4013	318	105	166	202	133	129	357	132
Skcos22515	131	112	4	2	1	0	0	0	2	0
Skcos22516	4	52	6	0	0	0	0	0	0	0
Skcos22517	16	131	4	0	6	2	2	0	0	0
Skcos22518	2	195	0	0	1	1	0	1	0	0
Skcos22519	4	11	0	1	0	0	0	0	0	0
Skcos2252	364	322	13	35	8	12	2	0	10	0
Skcos22520	0	0	0	0	0	0	0	0	0	0
Skcos22521	4	14	0	0	0	0	0	0	0	0
Skcos22522	0	2	0	0	0	0	0	0	0	0
Skcos22523	0	2	0	0	0	0	0	0	0	0
Skcos22524	0	32	0	1	0	0	0	0	0	0
Skcos22525	1	13	0	0	0	0	0	0	0	0
Skcos22526	75	239	5	2	1	5	1	2	3	6
Skcos22527	6	74	0	1	0	0	0	0	1	0
Skcos22528	13	139	2	6	0	0	1	1	0	1
Skcos22529	3	196	1	2	0	4	2	0	4	5
Skcos2253	301	2593	335	99	44	86	27	22	264	51
Skcos22530	133	3231	71	38	37	264	18	18	152	33
Skcos22531	7	45	6	1	0	1	0	1	6	1
Skcos22532	12	1005	9	13	3	6	1	1	12	0
Skcos22533	9	242	2	0	0	2	1	0	10	0
Skcos22534	34	543	64	2	12	64	37	40	103	40
Skcos22535	72	1802	26	33	17	48	5	1	38	6
Skcos22536	10	659	9	8	0	16	3	2	9	3
Skcos22537	89	496	10	5	1	5	3	2	1	8
Skcos22538	268	1051	9	9	9	8	2	1	19	1
Skcos22539	7	131	3	2	0	3	0	0	4	0
Skcos2254	36	1452	19	20	4	17	3	9	27	8
Skcos22540	5	136	2	1	0	0	1	1	7	0
Skcos22541	182	122	20	0	2	4	1	1	8	7
Skcos22542	8	96	7	1	6	4	2	2	17	5
Skcos22543	28	131	6	0	5	1	2	1	3	1
Skcos22544	532	1034	72	8	1	21	8	11	24	4
Skcos22545	1	79	0	0	1	1	0	0	0	0
Skcos22546	1	32	0	2	0	0	1	0	0	0
Skcos22547	744	910	392	167	76	27	39	70	78	90
Skcos22548	441	658	49	10	6	12	0	0	17	5
Skcos22549	119	394	4	1	2	0	0	1	11	0
Skcos2255	687	2591	158	43	26	57	31	19	82	29
Skcos22550	42	239	11	1	0	20	3	15	20	9
Skcos22551	2	11	0	0	0	0	0	0	0	1
Skcos22552	6	137	5	0	0	2	0	0	3	0
Skcos22553	181	2842	79	23	15	44	20	26	84	18
Skcos22554	9	1	1	0	1	0	0	0	0	0
Skcos22555	11	54	1	2	0	0	0	0	0	0
Skcos22556	5	36	0	1	0	0	1	0	0	0
Skcos22557	31	5	2	0	0	0	0	3	1	1
Skcos22558	6	41	0	0	0	0	0	0	0	0
Skcos22559	551	7189	140	91	84	165	29	25	122	47
Skcos2256	229	715	9	15	1	5	2	2	16	1
Skcos22560	0	45	1	0	4	10	0	0	6	0
Skcos22561	705	4468	145	62	47	68	23	26	134	41
Skcos22562	1	12	0	0	0	0	0	0	0	0
Skcos22563	0	22	0	1	0	0	0	0	0	0
Skcos22564	42	79	9	2	2	6	2	7	5	3
Skcos22565	4	30	0	2	0	0	1	0	3	1
Skcos22566	80	98	20	6	4	9	0	1	9	14
Skcos22567	5	12	0	0	0	0	0	0	0	0
Skcos22568	1	33	0	0	0	0	0	0	0	0
Skcos22569	0	15	0	0	0	0	0	0	0	0
Skcos2257	185	2691	66	25	26	142	35	27	101	36
Skcos22570	0	2	0	0	0	0	0	0	0	0
Skcos22571	1	29	3	0	0	0	0	0	0	0
Skcos22572	0	18	0	0	0	0	0	0	0	0
Skcos22573	1	13	0	0	0	0	0	1	0	0
Skcos22574	0	21	0	0	0	0	0	0	0	0
Skcos22575	1	18	0	0	0	0	0	0	0	0
Skcos22576	1	7	0	0	0	0	0	0	0	0
Skcos22577	13	213	2	2	0	3	0	2	2	3
Skcos22578	325	3877	86	54	24	101	13	24	98	18
Skcos22579	8	71	0	0	0	0	0	0	0	0
Skcos2258	982	1174	315	107	42	117	43	59	120	50
Skcos22580	0	4	0	0	0	0	0	0	0	0
Skcos22581	15	5	2	0	0	0	0	0	0	0
Skcos22582	284	2522	67	25	8	30	12	8	35	13
Skcos22583	50	931	14	14	4	5	2	3	14	0
Skcos22584	72	348	7	3	4	5	1	1	4	0
Skcos22585	4	67	0	0	0	1	0	2	0	0
Skcos22586	238	136	14	1	0	2	0	1	1	0
Skcos22587	86	956	29	12	6	10	3	0	9	0
Skcos22588	0	29	1	1	0	0	1	0	1	0
Skcos22589	156	2	11	0	0	2	0	0	1	0
Skcos2259	159	1183	25	5	6	8	0	6	11	1
Skcos22590	19	1175	8	16	0	28	5	6	26	7
Skcos22591	11	408	4	6	1	1	0	0	8	0
Skcos22592	8	243	1	1	0	6	1	0	3	3
Skcos22593	4	85	1	0	0	0	0	0	0	0
Skcos22594	1	2	0	0	0	0	0	0	0	0
Skcos22595	8	313	5	0	0	6	1	1	5	0
Skcos22596	8	25	0	0	0	1	0	2	0	0
Skcos22597	2	22	0	2	0	0	0	0	0	0
Skcos22598	1	5	0	0	0	0	0	0	0	0
Skcos22599	0	17	0	0	0	0	0	0	1	0
Skcos226	14	353	7	13	2	5	0	1	5	3
Skcos2260	1007	2827	223	63	48	21	13	10	3	17
Skcos22600	34	14	5	0	0	1	5	0	2	7
Skcos22601	6	15	0	0	0	0	1	0	0	0
Skcos22602	4	26	0	0	0	0	0	1	0	0
Skcos22603	44	285	7	2	3	6	1	2	10	0
Skcos22604	0	18	0	0	0	0	0	0	1	0
Skcos22605	85	2926	29	31	8	32	12	16	19	3
Skcos22606	11	397	7	2	0	6	0	3	5	0
Skcos22607	11	242	0	2	1	4	1	0	4	0
Skcos22608	2	4	0	0	0	0	0	0	0	0
Skcos22609	172	38	119	41	7	23	11	17	69	19
Skcos2261	871	70002	2324	1419	10	186	155	96	461	212
Skcos22610	8	81	1	1	0	0	0	2	1	3
Skcos22611	28	324	28	2	29	96	2	2	23	2
Skcos22612	9	6	2	1	0	0	0	0	0	0
Skcos22613	643	1277	323	32	20	49	12	14	31	23
Skcos22614	28	39	13	0	0	0	0	0	0	0
Skcos22615	68	52	13	3	1	15	5	0	17	1
Skcos22616	0	26	0	0	0	0	0	0	0	0
Skcos22617	5	511	1	1	0	7	0	0	6	0
Skcos22618	0	18	0	0	0	0	0	0	0	0
Skcos22619	1	44	1	1	0	0	0	0	2	0
Skcos2262	72	1375	36	8	23	4	5	6	1	0
Skcos22620	0	50	0	2	0	0	0	0	0	0
Skcos22621	4	44	2	1	0	1	0	0	0	0
Skcos22622	12	130	4	0	0	0	0	0	4	0
Skcos22623	43	17	5	0	0	1	2	0	2	3
Skcos22624	1	0	0	0	0	0	0	0	0	0
Skcos22625	14	380	2	2	1	3	0	0	4	1
Skcos22626	2	2	0	0	0	0	0	0	0	0
Skcos22627	460	1636	72	53	22	28	3	14	32	4
Skcos22628	23	66	17	1	1	0	0	0	0	0
Skcos22629	488	206	45	2	0	11	3	2	7	4
Skcos2263	35	138	1	5	3	1	1	0	1	0
Skcos22630	0	8	0	0	0	0	0	0	1	0
Skcos22631	1	20	4	0	0	0	0	3	0	0
Skcos22632	152	836	9	4	7	15	2	2	15	3
Skcos22633	0	8	1	0	0	0	0	0	0	0
Skcos22634	11	286	5	1	1	4	1	0	6	0
Skcos22635	1115	3858	353	35	72	90	25	10	18	25
Skcos22636	25	145	21	7	24	79	3	11	146	3
Skcos22637	305	1022	47	19	10	18	14	11	35	5
Skcos22638	27	91	2	0	0	2	0	0	0	2
Skcos22639	11	387	2	2	2	5	0	0	5	3
Skcos2264	11488	2639	2720	111	206	723	324	439	693	556
Skcos22640	119	177	16	0	1	8	0	2	3	0
Skcos22641	179	1040	64	14	59	156	21	20	161	20
Skcos22642	32	2	0	0	0	0	0	0	0	0
Skcos22643	0	9	0	0	0	0	0	0	0	0
Skcos22644	1	13	0	0	0	0	0	0	0	0
Skcos22645	12	104	0	3	0	0	0	0	0	0
Skcos22646	482	2306	140	32	43	183	19	14	274	31
Skcos22647	13	85	1	0	0	1	0	0	0	0
Skcos22648	2	447	1	7	0	11	0	2	4	3
Skcos22649	106	597	18	3	13	20	2	11	22	5
Skcos2265	2337	2632	82	135	13	16	9	7	24	11
Skcos22650	16	217	5	3	1	3	0	0	0	0
Skcos22651	96	765	43	7	26	89	5	8	64	13
Skcos22652	252	1399	110	14	26	26	2	3	1	2
Skcos22653	18	502	6	0	1	3	1	0	8	0
Skcos22654	41	419	2	11	1	6	1	2	4	2
Skcos22655	154	317	51	4	1	27	2	8	39	10
Skcos22656	9	172	6	5	0	0	0	1	3	1
Skcos22657	46	134	11	2	1	3	3	4	6	3
Skcos22658	55	357	3	4	1	2	0	0	5	0
Skcos22659	40	207	18	5	7	17	0	3	12	10
Skcos2266	27	696	6	6	1	4	1	0	14	1
Skcos22660	172	1195	30	14	10	25	10	8	42	11
Skcos22661	42	240	9	0	1	11	0	0	7	0
Skcos22662	71	2094	31	27	17	34	8	14	46	11
Skcos22663	21	520	58	18	5	11	3	6	22	4
Skcos22664	140	293	21	14	8	29	7	6	16	2
Skcos22665	14646	6265	7454	119	574	1495	911	1331	1752	1529
Skcos22666	10	15	3	0	0	0	0	0	1	0
Skcos22667	39	1164	9	34	8	17	5	2	17	3
Skcos22668	12	595	6	8	2	7	0	0	9	0
Skcos22669	479	322	97	4	13	33	7	4	23	14
Skcos2267	26	507	5	6	1	9	1	2	21	6
Skcos22670	17	261	8	3	3	2	1	0	1	0
Skcos22671	20	595	9	9	4	1	1	2	3	3
Skcos22672	12	26	0	0	0	0	0	0	0	0
Skcos22673	0	0	0	0	0	0	0	0	0	0
Skcos22674	43	874	6	13	2	5	1	1	6	2
Skcos22675	15	16	7	2	0	1	0	0	0	0
Skcos22676	1	20	0	1	0	0	0	0	0	0
Skcos22677	0	0	0	0	0	0	0	0	0	0
Skcos22678	0	7	0	0	0	0	0	0	0	0
Skcos22679	3	11	0	0	0	0	0	0	0	0
Skcos2268	31	1876	14	17	2	17	1	9	28	13
Skcos22680	0	0	0	1	0	0	0	0	0	0
Skcos22681	1	10	0	1	0	2	0	0	0	0
Skcos22682	1	10	0	2	0	0	0	0	0	0
Skcos22683	278	1025	52	2	0	13	13	10	25	17
Skcos22684	0	2	0	0	0	0	0	0	0	0
Skcos22685	0	23	3	0	5	2	1	0	0	0
Skcos22686	5	43	0	0	0	0	0	0	0	0
Skcos22687	16	12	0	0	0	0	0	0	0	0
Skcos22688	100	1692	22	14	10	16	3	1	3	0
Skcos22689	44	872	7	13	13	7	4	2	7	4
Skcos2269	103	1433	112	19	34	297	142	87	210	133
Skcos22690	1	57	0	1	0	0	0	0	0	0
Skcos22691	272	211	121	4	19	31	8	34	39	32
Skcos22692	746	2743	248	54	22	136	45	45	155	57
Skcos22693	7	131	2	1	0	1	0	1	1	0
Skcos22694	19	990	11	19	0	34	2	4	32	7
Skcos22695	136	2169	12	13	3	19	3	2	31	0
Skcos22696	1	33	0	1	0	0	0	0	0	0
Skcos22697	157	719	13	15	4	15	6	3	24	5
Skcos22698	549	5376	229	49	24	88	30	32	105	16
Skcos22699	1119	325	579	123	37	212	117	123	676	174
Skcos227	58	2607	33	22	5	30	3	5	48	3
Skcos2270	43	215	13	2	0	30	3	2	11	1
Skcos22700	100	1258	168	18	96	171	25	36	179	31
Skcos22701	697	2500	344	51	39	53	15	27	74	11
Skcos22702	14	5	7	0	0	2	2	4	0	1
Skcos22703	53	2036	16	25	5	24	5	10	26	2
Skcos22704	0	3	1	0	0	0	0	0	1	0
Skcos22705	0	34	0	1	2	0	0	0	1	0
Skcos22706	0	3	1	0	0	0	0	0	0	0
Skcos22707	0	0	0	0	0	0	0	0	0	0
Skcos22708	86	32	13	10	1	6	1	1	12	0
Skcos22709	29	1224	10	21	5	11	2	2	29	5
Skcos2271	58	465	4	5	17	10	2	4	13	8
Skcos22710	1454	655	328	4	21	38	18	23	39	58
Skcos22711	11	106	6	1	3	1	0	0	4	0
Skcos22712	6	230	12	13	2	7	0	2	7	5
Skcos22713	36	62	0	0	0	0	0	0	0	0
Skcos22714	7	43	2	1	0	1	0	0	0	0
Skcos22715	1933	627	555	10	31	115	47	63	117	78
Skcos22716	72	438	10	9	0	45	5	2	19	2
Skcos22717	0	0	0	0	0	0	0	0	0	0
Skcos22718	2	3	1	0	0	0	0	0	0	0
Skcos22719	0	0	0	0	0	0	0	0	0	0
Skcos2272	129	1434	43	16	15	6	6	2	1	3
Skcos22720	0	0	0	0	0	0	0	0	0	0
Skcos22721	0	0	1	0	0	0	0	0	0	0
Skcos22722	23	33	15	10	7	7	22	4	4	2
Skcos22723	0	0	0	0	0	0	0	0	0	0
Skcos22724	0	3	0	0	0	0	0	0	0	0
Skcos22725	0	0	0	0	0	0	0	0	0	0
Skcos22726	0	0	0	0	0	0	0	0	0	0
Skcos22727	0	0	0	0	0	0	0	0	0	0
Skcos22728	0	0	0	0	0	0	0	0	0	0
Skcos22729	4	0	0	0	0	0	0	0	0	0
Skcos2273	16	208	16	34	7	13	3	3	16	0
Skcos22730	75	439	24	7	5	2	5	3	19	3
Skcos22731	0	0	0	0	0	0	0	0	0	0
Skcos22732	33	950	14	12	7	20	5	9	30	12
Skcos22733	0	3	0	1	2	0	0	0	0	0
Skcos22734	33	897	9	20	2	4	3	2	17	2
Skcos22735	463	1418	133	37	34	32	20	27	87	20
Skcos22736	561	965	132	9	10	34	18	13	40	17
Skcos22737	60	820	22	3	9	11	2	0	1	6
Skcos22738	549	1693	36	18	8	11	6	4	19	6
Skcos22739	35	156	20	1	8	11	1	0	4	2
Skcos2274	469	4699	185	60	30	87	21	21	106	14
Skcos22740	0	0	0	0	0	0	0	0	0	0
Skcos22741	0	0	0	1	0	0	0	0	0	0
Skcos22742	0	0	0	0	0	0	0	0	0	0
Skcos22743	204	729	186	11	22	298	79	112	445	127
Skcos22744	0	0	0	0	0	0	0	0	0	0
Skcos22745	0	3	0	0	0	0	0	0	0	0
Skcos22746	0	8	0	0	0	0	0	0	0	0
Skcos22747	0	2	0	0	0	0	0	0	0	0
Skcos22748	0	2	0	0	0	0	0	0	0	0
Skcos22749	2	0	0	0	0	0	0	0	0	0
Skcos2275	2622	552	237	17	18	181	10	30	113	37
Skcos22750	0	1	0	0	0	0	0	0	0	0
Skcos22751	0	1	0	0	0	0	0	0	0	0
Skcos22752	40	743	5	10	1	3	1	1	6	1
Skcos22753	64	1358	43	18	19	8	3	4	0	2
Skcos22754	96305	112021	65204	14280	20066	18541	28748	38231	17925	34920
Skcos22755	426	824	507	181	373	185	204	209	144	210
Skcos22756	61	2444	48	8	18	692	90	70	664	107
Skcos22757	467	2490	106	30	19	69	17	20	98	13
Skcos22758	8057	3245	1499	224	199	133	122	75	254	79
Skcos22759	72	1095	7	8	0	15	3	5	18	4
Skcos2276	819	3126	167	23	23	107	25	47	138	39
Skcos22760	1	4	0	0	0	0	0	0	0	0
Skcos22761	304	103	34	3	3	49	15	15	52	17
Skcos22762	7	4	1	0	1	1	1	1	0	1
Skcos22763	3	0	1	0	0	0	0	0	0	0
Skcos22764	0	1	0	0	0	0	0	0	0	0
Skcos22765	0	5	0	0	0	0	0	0	0	0
Skcos22766	5	1	0	0	0	0	0	0	0	0
Skcos22767	0	5	0	0	0	0	0	0	0	0
Skcos22768	0	2	0	0	0	0	0	0	0	0
Skcos22769	135	2520	20	68	7	42	7	7	22	16
Skcos2277	65	251	14	3	10	15	0	5	9	2
Skcos22770	0	3	0	0	0	0	0	0	0	0
Skcos22771	0	3	0	2	0	1	0	0	0	0
Skcos22772	0	0	0	0	0	0	0	0	0	0
Skcos22773	148	673	11	9	7	6	4	4	6	1
Skcos22774	0	0	0	0	0	0	0	0	0	0
Skcos22775	0	0	0	0	0	0	0	0	0	0
Skcos22776	0	1	0	0	0	0	0	0	0	0
Skcos22777	0	1	0	0	0	0	0	0	0	0
Skcos22778	0	0	0	0	0	0	0	0	0	0
Skcos22779	0	0	0	0	0	0	0	0	0	0
Skcos2278	27	272	7	5	3	5	0	1	8	0
Skcos22780	93	97	16	6	2	2	1	1	0	1
Skcos22781	961	36	65	1	2	3	2	3	1	2
Skcos22782	7	19	0	0	0	0	0	0	0	0
Skcos22783	10	275	12	3	1	3	1	0	6	1
Skcos22784	6	117	2	0	0	1	0	0	0	0
Skcos22785	2	11	0	2	0	5	0	1	2	3
Skcos22786	14	17	0	1	1	0	0	0	0	0
Skcos22787	8106	1201	1069	113	133	251	179	218	270	242
Skcos22788	137	7198	44	107	13	70	15	18	76	8
Skcos22789	58	5	15	1	2	0	0	1	0	0
Skcos2279	564	2764	78	38	24	50	17	15	112	18
Skcos22790	35	295	6	3	0	4	0	1	8	0
Skcos22791	29	1076	5	0	3	10	1	0	0	1
Skcos22792	449	939	135	53	62	52	45	49	92	44
Skcos22793	100	838	17	14	7	17	8	4	16	3
Skcos22794	99	433	30	5	4	11	4	3	33	2
Skcos22795	335	101	46	3	2	14	2	6	12	4
Skcos22796	5919	1448	1743	22	140	321	219	232	356	290
Skcos22797	168	1072	52	24	18	31	7	6	15	13
Skcos22798	75	5296	43	61	31	67	27	23	80	18
Skcos22799	1952	967	45	108	7	10	3	0	7	4
Skcos228	177	3623	46	25	14	41	22	17	62	21
Skcos2280	43	939	19	11	10	1	0	0	7	0
Skcos22800	985	2986	811	263	97	156	49	49	231	88
Skcos22801	123	871	14	10	4	10	3	1	18	3
Skcos22802	71	1387	40	13	16	10	2	4	1	3
Skcos22803	9	14	1	0	0	1	0	0	0	0
Skcos22804	62	1497	20	19	10	20	6	7	31	3
Skcos22805	1955	1406	147	87	42	116	12	18	91	14
Skcos22806	35	462	18	1	6	2	0	0	0	1
Skcos22807	82	473	19	9	3	10	2	0	13	2
Skcos22808	93	444	15	4	2	8	1	3	20	2
Skcos22809	83	587	49	26	14	35	4	11	94	5
Skcos2281	1932	145	34	38	9	33	9	10	24	15
Skcos22810	26	172	3	1	3	6	0	0	0	1
Skcos22811	898	2341	76	32	10	46	4	2	34	3
Skcos22812	26	618	4	19	7	1	6	2	5	0
Skcos22813	85	586	34	8	6	11	7	6	19	3
Skcos22814	71	1089	17	9	2	26	1	4	26	6
Skcos22815	1553	527	669	8	32	147	84	118	121	110
Skcos22816	1732	2118	792	271	113	173	175	141	737	194
Skcos22817	9	128	1	3	0	2	0	3	2	2
Skcos22818	1	19	0	0	1	0	2	0	0	0
Skcos22819	9	118	0	2	0	2	1	0	1	0
Skcos2282	27	281	3	3	1	2	1	2	3	0
Skcos22820	638	1204	62	24	1	13	3	1	26	5
Skcos22821	14	90	1	2	3	5	1	0	8	0
Skcos22822	5457	5439	712	122	85	182	94	102	213	168
Skcos22823	10	67	4	3	0	1	0	0	2	1
Skcos22824	172	193	27	6	4	4	0	0	9	0
Skcos22825	187	45	5	2	1	5	3	1	2	2
Skcos22826	105	232	7	1	3	8	4	2	2	0
Skcos22827	209	2515	106	28	17	49	16	9	61	28
Skcos22828	310	2684	101	19	20	43	12	4	4	14
Skcos22829	1808	242	169	3	2	17	6	8	10	10
Skcos2283	173	1384	34	19	9	28	3	5	27	4
Skcos22830	874	3648	675	194	422	269	231	289	222	276
Skcos22831	378	3475	567	174	81	44	15	30	83	25
Skcos22832	1124	113	159	2	18	42	3	14	16	24
Skcos22833	765	1015	131	23	24	33	16	17	59	18
Skcos22834	14	593	6	6	0	6	1	0	3	2
Skcos22835	153	136	62	2	2	10	11	14	20	8
Skcos22836	0	2	0	0	0	1	0	0	3	0
Skcos22837	180	3584	77	30	17	48	23	26	86	38
Skcos22838	492	3324	307	63	30	150	61	47	253	44
Skcos22839	0	29	0	0	0	1	0	0	0	0
Skcos2284	1348	863	676	17	39	169	121	150	164	182
Skcos22840	8	37	1	0	0	0	0	0	1	0
Skcos22841	15	11	0	0	0	0	0	0	0	0
Skcos22842	0	51	0	1	0	0	0	1	2	0
Skcos22843	178	187	1	5	0	0	0	0	0	1
Skcos22844	332	285	6	5	2	7	3	1	3	0
Skcos22845	153	471	93	14	8	19	12	12	43	12
Skcos22846	37	27	0	0	0	0	0	0	0	0
Skcos22847	38	581	7	10	1	7	3	5	8	1
Skcos22848	296	2787	57	23	18	34	7	9	57	7
Skcos22849	119	755	126	41	52	93	65	52	33	38
Skcos2285	372	840	148	12	5	25	15	26	25	24
Skcos22850	25	189	2	1	0	1	1	0	4	0
Skcos22851	1291	2698	233	47	33	348	132	151	545	249
Skcos22852	337	1153	66	6	4	20	5	8	39	8
Skcos22853	185	3774	206	60	41	8	7	3	6	5
Skcos22854	79	277	84	12	15	918	11	12	510	26
Skcos22855	55	304	7	5	2	3	3	0	11	1
Skcos22856	4	23	2	1	0	2	1	1	2	1
Skcos22857	58	272	22	2	0	3	2	2	10	4
Skcos22858	57	181	8	9	0	4	2	3	5	1
Skcos22859	33	41	0	1	0	7	0	0	6	1
Skcos2286	36	3628	21	14	7	283	9	4	53	4
Skcos22860	8	25	1	1	0	0	0	0	0	0
Skcos22861	96	175	19	4	1	6	2	3	11	0
Skcos22862	21	229	9	0	4	10	2	1	10	2
Skcos22863	264	1122	17	13	10	12	2	3	19	6
Skcos22864	127	1641	38	14	12	33	8	17	65	10
Skcos22865	55	2311	10	18	12	32	4	0	60	15
Skcos22866	442	3453	112	143	36	20	11	8	31	6
Skcos22867	205	444	67	9	14	43	23	24	77	30
Skcos22868	66	100	52	24	11	57	3	1	32	3
Skcos22869	67	397	9	1	2	5	2	6	3	2
Skcos2287	68	2708	31	29	9	51	11	19	60	18
Skcos22870	340	109	65	1	7	31	9	11	13	17
Skcos22871	148	135	4	1	0	1	0	1	1	0
Skcos22872	79	8	1	0	0	1	1	1	1	0
Skcos22873	387	6144	101	45	48	208	23	22	211	26
Skcos22874	3259	547	281	93	80	79	21	35	67	27
Skcos22875	2	340	1	4	1	3	1	1	4	0
Skcos22876	7	82	0	2	0	0	0	0	3	0
Skcos22877	101	2063	18	24	12	32	6	3	34	5
Skcos22878	13	75	2	2	0	0	0	0	3	0
Skcos22879	1	15	1	0	0	0	0	1	0	0
Skcos2288	1428	5735	341	39	22	167	57	58	242	59
Skcos22880	0	0	0	0	0	0	0	0	0	0
Skcos22881	83	145	9	0	0	8	1	4	7	4
Skcos22882	48	403	10	31	12	4	3	1	9	6
Skcos22883	11	398	0	4	5	6	1	1	9	1
Skcos22884	229	704	72	91	38	85	15	14	59	7
Skcos22885	28	294	6	7	0	7	3	0	10	1
Skcos22886	4	93	2	1	0	0	0	1	1	0
Skcos22887	1965	577	628	6	40	161	98	123	168	192
Skcos22888	21	125	1	4	0	1	2	0	4	0
Skcos22889	5	154	7	1	2	2	0	0	1	0
Skcos2289	43	356	42	4	8	330	14	18	237	34
Skcos22890	30	534	13	10	20	60	2	7	58	3
Skcos22891	45	356	0	5	1	2	0	1	5	0
Skcos22892	0	451	3	3	0	6	1	2	14	0
Skcos22893	0	105	3	3	0	0	0	0	1	0
Skcos22894	8	39	0	1	0	0	0	0	0	0
Skcos22895	126	419	2	9	4	9	1	2	8	0
Skcos22896	77	397	20	12	2	5	3	0	6	0
Skcos22897	18	179	20	7	0	25	13	10	15	7
Skcos22898	104	295	33	5	2	13	8	8	17	17
Skcos22899	15	473	11	8	0	9	3	4	26	3
Skcos229	16	1233	28	17	14	30	8	1	29	2
Skcos2290	929	157	19	9	2	2	2	0	1	3
Skcos22900	23	30	8	1	2	0	0	0	1	0
Skcos22901	0	100	0	2	0	1	0	0	0	0
Skcos22902	2	31	0	0	0	2	0	0	2	2
Skcos22903	16	114	3	1	2	0	0	1	2	2
Skcos22904	2476	5276	1648	172	140	1899	193	1934	37	1198
Skcos22905	17	634	3	11	7	15	7	3	8	0
Skcos22906	55	264	11	2	2	2	0	0	8	2
Skcos22907	357	3156	200	28	41	41	33	39	43	32
Skcos22908	59	229	2	5	2	1	0	1	2	1
Skcos22909	0	9	0	0	0	0	0	0	0	0
Skcos2291	2698	11710	851	245	91	211	157	166	491	212
Skcos22910	829	1189	246	31	54	152	21	61	184	57
Skcos22911	3	7	0	0	0	0	0	0	0	0
Skcos22912	0	30	0	6	1	0	0	0	0	0
Skcos22913	193	867	63	9	28	11	3	5	0	4
Skcos22914	148	1136	74	10	20	15	5	8	0	3
Skcos22915	121	920	67	13	20	46	7	9	101	15
Skcos22916	66	33	44	4	5	37	7	7	68	6
Skcos22917	0	88	0	1	0	2	0	1	0	0
Skcos22918	62	39	9	0	1	0	1	0	1	0
Skcos22919	264	2603	79	10	17	49	8	6	29	7
Skcos2292	1414	447	65	58	14	35	2	4	42	10
Skcos22920	23	269	7	2	5	4	0	1	0	0
Skcos22921	75	3221	54	35	22	48	24	24	111	23
Skcos22922	564	169	10	11	3	5	0	1	2	3
Skcos22923	8	103	0	0	0	1	0	0	1	1
Skcos22924	5063	4251	494	49	50	158	42	69	132	58
Skcos22925	45	1340	2	15	3	8	1	2	10	3
Skcos22926	160	1753	76	6	35	34	15	11	85	20
Skcos22927	3532	105	236	17	14	35	20	34	11	18
Skcos22928	188	705	60	11	9	27	5	5	70	8
Skcos22929	77	405	64	6	2	28	19	17	31	33
Skcos2293	2	109	8	0	1	1	0	1	0	0
Skcos22930	38	255	9	6	3	8	0	1	9	3
Skcos22931	1	149	0	0	0	0	0	0	0	1
Skcos22932	1	118	0	1	0	0	0	0	0	0
Skcos22933	19	112	7	3	1	4	2	1	3	1
Skcos22934	8	98	4	2	5	1	2	0	2	0
Skcos22935	4	307	0	0	0	1	0	0	0	0
Skcos22936	27	159	6	8	1	1	0	0	0	1
Skcos22937	10	267	0	2	0	3	0	0	2	0
Skcos22938	163	212	9	5	1	1	0	0	1	0
Skcos22939	87	528	9	8	6	6	0	1	4	0
Skcos2294	432	409	40	5	4	23	6	8	16	3
Skcos22940	5053	2589	647	40	81	200	119	132	190	209
Skcos22941	179	395	23	11	5	16	1	2	19	7
Skcos22942	2	75	0	0	0	0	0	0	0	0
Skcos22943	15	86	0	1	0	0	0	0	2	0
Skcos22944	0	4	0	0	0	0	1	0	1	0
Skcos22945	7	233	3	1	2	4	1	0	2	3
Skcos22946	0	21	0	0	0	0	0	0	0	0
Skcos22947	386	667	53	6	3	36	6	7	32	9
Skcos22948	0	2	0	0	0	0	0	0	0	0
Skcos22949	2	0	0	0	0	0	0	0	0	0
Skcos2295	56	605	10	6	1	6	1	0	9	1
Skcos22950	205	198	67	7	9	27	14	8	45	32
Skcos22951	28	2	5	0	1	1	0	0	0	0
Skcos22952	14	61	0	1	0	0	0	1	0	0
Skcos22953	2	7	0	1	0	0	0	0	0	0
Skcos22954	6	447	7	6	5	5	2	0	10	1
Skcos22955	5	135	0	2	0	2	0	0	5	0
Skcos22956	7	74	0	1	1	1	1	0	5	0
Skcos22957	6	41	0	0	0	1	1	0	1	0
Skcos22958	1253	5893	383	94	191	526	54	80	559	92
Skcos22959	2	127	0	1	0	0	0	0	1	0
Skcos2296	135	974	67	15	12	13	3	3	25	8
Skcos22960	46	124	4	2	0	0	0	0	2	1
Skcos22961	1	91	0	3	0	0	0	0	2	0
Skcos22962	6	72	3	0	2	4	0	2	4	1
Skcos22963	104	599	44	18	32	129	12	14	177	21
Skcos22964	31	245	6	0	4	2	2	1	0	0
Skcos22965	62	324	57	30	15	32	18	30	9	9
Skcos22966	1	23	5	0	0	1	0	0	0	0
Skcos22967	21	449	5	1	1	3	1	1	0	2
Skcos22968	11	16	0	0	0	0	0	0	0	0
Skcos22969	8	17	0	0	0	0	0	0	1	1
Skcos2297	60	440	5	2	0	5	2	2	10	0
Skcos22970	1	19	0	0	0	0	0	2	1	0
Skcos22971	0	5	0	0	0	0	0	0	0	0
