geneID	S1	S2	S3	S4	S5	+N	-N	+P	-P	Control
Throt2867	0.5110812639652955	0.9206889594399686	0.5283349326472023	0.4989281775425941	1.0479897199195074	1.0171531249922805	1.1171371350068606	0.5183251256549686	0.45889399663401254	0.5156849443459915
Throt2864	0.0	0.0	0.13208373316180058	0.0	0.1746649533199179	0.0	0.0	0.0	0.0	0.0
Throt2865	0.0	0.9206889594399686	0.0	0.0	0.0	0.4359227678538345	0.27928428375171516	0.5183251256549686	0.9177879932680251	0.7735274165189874
Throt2862	0.0	0.2630539884114196	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Throt2863	0.06388515799566194	0.1315269942057098	0.13208373316180058	0.0	0.1746649533199179	0.0	0.0	0.0	0.0	0.0
Throt2860	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Throt2861	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.22944699831700627	0.0
Throt2868	0.0	0.0	0.13208373316180058	0.24946408877129705	0.0	0.0	0.0	0.0	0.0	0.0
Throt2869	0.0	0.0	0.0	0.24946408877129705	0.0	0.1453075892846115	0.0	0.0	0.22944699831700627	0.0
Throt6349	0.3194257899783097	0.7891619652342589	0.5283349326472023	0.0	0.6986598132796716	0.290615178569223	0.0	0.0	0.45889399663401254	0.2578424721729958
Throt6348	0.4471961059696336	1.7098509246742275	1.0566698652944047	0.24946408877129705	1.0479897199195074	0.581230357138446	0.0	0.0	0.45889399663401254	0.2578424721729958
Throt3199	0.0	0.2630539884114196	0.0	0.0	0.0	0.0	0.0	0.0	0.22944699831700627	0.0
Throt3198	0.0	0.3945809826171294	0.0	0.0	0.0	0.0	0.0	0.0	0.22944699831700627	0.0
Throt3195	0.4471961059696336	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Throt6342	0.3194257899783097	1.1837429478513881	0.3962511994854018	0.4989281775425941	0.1746649533199179	0.290615178569223	0.27928428375171516	0.2591625628274843	0.6883409949510189	0.0
Throt3197	1.0860476859262531	0.1315269942057098	0.5283349326472023	0.24946408877129705	0.3493299066398358	0.4359227678538345	0.0	0.0	0.0	0.0
Throt6340	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Throt6347	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Throt6346	4.088650111722364	6.970930692902619	9.377945054487842	9.47963537330929	10.654562152514991	4.213920089253734	9.774949931310031	7.774876884824528	6.883409949510188	8.508801581708862
Throt6345	48.105523970733444	180.06045506761672	108.8369961253237	72.84351392121874	97.81237385915402	45.04535267822956	111.15514493318263	114.80901533257554	59.656219562421626	119.12322214392405
Throt6344	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Throt13919	0.0	0.3945809826171294	0.0	0.24946408877129705	0.0	0.290615178569223	0.0	0.0	0.0	0.0
Throt13918	0.0	0.5261079768228392	0.0	0.0	0.0	0.290615178569223	0.0	0.0	1.3766819899020377	0.0
Throt13911	0.3194257899783097	0.3945809826171294	0.9245861321326042	0.0	0.1746649533199179	0.0	0.0	0.0	0.0	0.0
Throt13910	38.778290903366795	123.10926657654436	81.36357962766915	51.639066375658494	41.39559393682054	28.770902678353078	82.66814799050768	78.26709397390024	34.64649674586794	76.57921423537975
Throt13913	0.0	0.1315269942057098	0.13208373316180058	0.4989281775425941	0.5239948599597537	0.0	0.5585685675034303	0.0	0.22944699831700627	0.0
Throt13912	0.0	0.0	0.0	0.0	0.1746649533199179	0.1453075892846115	0.0	0.0	0.22944699831700627	0.0
Throt13915	0.0	0.2630539884114196	0.0	0.0	0.0	0.0	0.0	0.0	0.45889399663401254	0.0
Throt13914	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Throt13917	0.0	0.1315269942057098	0.0	0.0	0.1746649533199179	0.1453075892846115	0.27928428375171516	0.0	0.22944699831700627	0.0
Throt13916	0.0	0.2630539884114196	0.0	0.0	0.0	0.0	0.0	0.0	0.22944699831700627	0.0
Throt19740	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Throt4608	0.6388515799566195	2.762066878319906	2.7737583963978123	0.9978563550851882	1.3973196265593433	2.324921428553784	1.1171371350068606	3.887438442412264	0.6883409949510189	1.289212360864979
Throt13437	0.0	0.1315269942057098	0.0	0.0	0.0	0.1453075892846115	0.0	0.0	0.0	0.2578424721729958
Throt3739	0.5749664219609575	0.7891619652342589	0.26416746632360116	0.24946408877129705	0.6986598132796716	0.290615178569223	0.27928428375171516	0.0	0.6883409949510189	0.0
